step,b0_x,b0_y,b0_z,b1_x,b1_y,b1_z,b2_x,b2_y,b2_z,b3_x,b3_y,b3_z,b4_x,b4_y,b4_z,b5_x,b5_y,b5_z,b6_x,b6_y,b6_z,b7_x,b7_y,b7_z,b8_x,b8_y,b8_z,b9_x,b9_y,b9_z,b10_x,b10_y,b10_z,b11_x,b11_y,b11_z
148,1.79380715,-1.0003643,-21.3785686,2.16204548,-0.889877915,-21.5594578,2.6250937,-0.827796876,-21.7362881,2.90276194,-0.614016891,-22.1378345,3.04510498,-0.611837149,-22.7371941,2.97048783,-0.453705788,-23.3232155,3.10691142,-0.453461885,-23.9251328,3.39024782,-0.416123956,-24.156271,3.89838338,-0.565154076,-24.1225948,4.15069199,-0.528790236,-24.6230965,3.9699595,-0.487371504,-25.1444817,3.58344007,-0.35924533,-24.9572411
149,1.80880427,-1.00613737,-21.7946968,2.17677951,-0.895317674,-21.9725952,2.63873291,-0.833040833,-22.1475029,2.91273642,-0.620902479,-22.5488453,3.0540967,-0.617569149,-23.1481342,2.97881007,-0.458415568,-23.7344627,3.11444855,-0.456118852,-24.3366737,3.39803243,-0.419213414,-24.5660114,3.90380239,-0.569067717,-24.5310841,4.15130281,-0.53455162,-25.0312862,3.96850419,-0.490432471,-25.549221,3.58391023,-0.363464028,-25.3569717
150,1.82381737,-1.0119009,-22.2135468,2.19151163,-0.900740683,-22.3884487,2.65235686,-0.838242948,-22.5614491,2.92271948,-0.62783587,-22.9625854,3.06308079,-0.623309731,-23.5618038,2.98714852,-0.46312952,-24.1484356,3.1219821,-0.458779395,-24.7509308,3.40581369,-0.422299922,-24.9784679,3.90920448,-0.572936177,-24.9423294,4.15186691,-0.540346742,-25.4422092,3.9670217,-0.493497938,-25.9566517,3.58445811,-0.367683768,-25.7594357
151,1.83884597,-1.01765501,-22.6351185,2.20624137,-0.906147003,-22.8070164,2.66596508,-0.843403518,-22.9781265,2.93271184,-0.634816587,-23.3790569,3.07205749,-0.629058838,-23.9782028,2.99550295,-0.467847705,-24.5651321,3.12951183,-0.461443722,-25.1679077,3.41359138,-0.425383449,-25.3936386,3.91458917,-0.576759219,-25.3563328,4.15238476,-0.546174824,-25.8558655,3.96551299,-0.496568531,-26.3667717,3.58508372,-0.37190491,-26.1646328
152,1.85389006,-1.02339971,-23.059412,2.22096801,-0.911536634,-23.2283001,2.67955732,-0.848522782,-23.3975334,2.94271445,-0.641844094,-23.7982578,3.08102679,-0.634816408,-24.3973331,3.00387359,-0.472570151,-24.9845543,3.13703752,-0.464112163,-25.5876007,3.42136455,-0.428463906,-25.8115234,3.91995621,-0.580536604,-25.7730942,4.15285683,-0.552035153,-26.2722549,3.96397829,-0.499644816,-26.7795811,3.58578682,-0.37612763,-26.5725632
153,1.86894917,-1.02913499,-23.4864273,2.23569107,-0.916909754,-23.6522999,2.69313288,-0.853601038,-23.8196716,2.95272803,-0.648918033,-24.2201881,3.08998895,-0.640582442,-24.8191929,3.01226044,-0.477296859,-25.4067001,3.14455914,-0.466784835,-26.0100136,3.4291327,-0.431541294,-26.2321243,3.92530513,-0.584268093,-26.1926136,4.15328407,-0.557926893,-26.6913757,3.96241832,-0.502727389,-27.1950817,3.5865674,-0.380352288,-26.9832287
154,1.88402307,-1.03486073,-23.9161663,2.25041008,-0.922266364,-24.0790157,2.7066915,-0.858638585,-24.2445412,2.96275353,-0.656037807,-24.6448479,3.09894395,-0.646356881,-25.243782,3.02066326,-0.482027888,-25.8315697,3.15207624,-0.469462067,-26.4351444,3.43689537,-0.434615582,-26.6554394,3.93063545,-0.587953448,-26.6148911,4.15366697,-0.56384933,-27.1132259,3.96083379,-0.505816877,-27.6132717,3.58742547,-0.384579122,-27.3966293
155,1.89911151,-1.04057705,-24.3486252,2.26512456,-0.927606583,-24.5084476,2.72023296,-0.863635778,-24.672142,2.97279143,-0.663202882,-25.072237,3.10789204,-0.652139604,-25.6711025,3.0290823,-0.486763239,-26.2591648,3.15958881,-0.472144097,-26.8629932,3.44465184,-0.437686712,-27.0814705,3.93594694,-0.59159255,-27.0399284,4.154006,-0.569801569,-27.5378056,3.95922518,-0.508913875,-28.0341511,3.58836079,-0.388808459,-27.812767
156,1.91421425,-1.04628384,-24.7838078,2.27983379,-0.93293047,-24.9405937,2.73375654,-0.868592858,-25.1024742,2.98284268,-0.67041266,-25.5023556,3.11683321,-0.657930672,-26.1011524,3.03751731,-0.49150297,-26.6894836,3.16709661,-0.474831194,-27.29356,3.4524014,-0.440754652,-27.5102158,3.94123912,-0.595185161,-27.4677238,4.15430212,-0.575782716,-27.9651146,3.9575932,-0.512018919,-28.4577198,3.58937335,-0.393040627,-28.2316399
157,1.92933106,-1.05198121,-25.2217102,2.29453731,-0.938238084,-25.3754578,2.74726176,-0.873510361,-25.5355358,2.992908,-0.677666664,-25.9352036,3.12576771,-0.663729966,-26.5339336,3.04596853,-0.496247083,-27.1225262,3.17459917,-0.477523506,-27.7268448,3.4601438,-0.443819374,-27.9416771,3.94651151,-0.598731101,-27.8982792,4.1545558,-0.581791937,-28.3951511,3.95593834,-0.515132666,-28.8839779,3.59046292,-0.397275984,-28.6532497
158,1.9444617,-1.05766904,-25.6623344,2.30923486,-0.943529487,-25.8130379,2.76074839,-0.878388464,-25.9713287,3.0029881,-0.684964299,-26.3707809,3.13469553,-0.669537485,-26.9694443,3.05443573,-0.500995636,-27.5582943,3.18209672,-0.480221301,-28.1628494,3.46787834,-0.446880907,-28.3758545,3.95176363,-0.602230251,-28.3315926,4.15476799,-0.587828279,-28.8279133,3.9542613,-0.518255711,-29.3129253,3.59162927,-0.401514828,-29.0775967
159,1.95960593,-1.06334746,-26.1056805,2.32392573,-0.948804796,-26.253334,2.77421594,-0.883227587,-26.409853,3.0130837,-0.692304909,-26.8090878,3.14361691,-0.675353229,-27.4076862,3.0629189,-0.505748689,-27.9967861,3.18958879,-0.482924908,-28.601572,3.4756043,-0.449939191,-28.812748,3.95699525,-0.605682373,-28.7676659,4.15493917,-0.593890846,-29.2634029,3.95256281,-0.52138871,-29.7445621,3.59287238,-0.405757546,-29.5046825
160,1.97476351,-1.06901634,-26.5517483,2.33860946,-0.954064131,-26.6963463,2.78766394,-0.888028145,-26.8511086,3.02319551,-0.699687898,-27.250124,3.15253186,-0.681177139,-27.8486595,3.07141829,-0.510506213,-28.4380016,3.19707537,-0.485634506,-29.0430126,3.48332143,-0.452994227,-29.2523575,3.96220565,-0.609087288,-29.2064991,4.15506983,-0.599978626,-29.7016163,3.95084357,-0.524532199,-30.1788883,3.59419179,-0.410004467,-29.9345055
161,1.98993421,-1.07467568,-27.000536,2.35328555,-0.959307551,-27.1420746,2.80109215,-0.892790496,-27.2950954,3.033324,-0.70711267,-27.6938877,3.16144061,-0.687009275,-28.2923641,3.07993364,-0.515268266,-28.8819408,3.20455599,-0.488350302,-29.4871731,3.49102902,-0.456046045,-29.6946831,3.96739435,-0.612444878,-29.6480904,4.1551609,-0.606090665,-30.1425552,3.94910407,-0.527686834,-30.6159039,3.59558749,-0.414255977,-30.3670673
162,2.00511789,-1.08032548,-27.4520454,2.36795354,-0.964535117,-27.5905209,2.81449986,-0.897514999,-27.7418137,3.04346991,-0.714578509,-28.1403809,3.17034316,-0.692849517,-28.7388,3.08846498,-0.520034909,-29.3286057,3.21203089,-0.491072595,-29.9340515,3.49872661,-0.459094614,-30.1397247,3.97256088,-0.615754962,-30.0924435,4.15521288,-0.61222595,-30.5862179,3.94734526,-0.530853152,-31.0556087,3.59705925,-0.418512493,-30.8023701
163,2.02031422,-1.08596575,-27.9062767,2.38261318,-0.969746947,-28.0416832,2.82788706,-0.902202129,-28.1912632,3.05363393,-0.722084761,-28.5896034,3.17923975,-0.698697925,-29.1879673,3.09701228,-0.524806142,-29.7779942,3.21949959,-0.493801624,-30.3836479,3.50641346,-0.462139994,-30.5874825,3.97770476,-0.619017363,-30.5395565,4.15522671,-0.618383408,-31.0326023,3.94556761,-0.534031808,-31.4980011,3.59860659,-0.422774404,-31.2404118
164,2.03552294,-1.09159648,-28.3632278,2.39726377,-0.974943101,-28.4955635,2.84125304,-0.906852305,-28.6434422,3.06381679,-0.729630828,-29.0415535,3.18813038,-0.704554498,-29.639864,3.10557556,-0.529582024,-30.2301064,3.22696209,-0.496537596,-30.8359642,3.51408935,-0.465182185,-31.0379562,3.98282552,-0.62223202,-30.9894295,4.15520287,-0.624562025,-31.4817085,3.94377208,-0.537223399,-31.9430828,3.6002295,-0.427042097,-31.6811943
165,2.05074406,-1.09721768,-28.8229008,2.41190505,-0.980123699,-28.9521618,2.85459757,-0.911465883,-29.0983524,3.07401872,-0.737215936,-29.496233,3.19701529,-0.710419178,-30.0944939,3.11415482,-0.534362555,-30.6849422,3.23441815,-0.49928084,-31.2909985,3.52175355,-0.468221188,-31.4911461,3.98792243,-0.625398755,-31.4420624,4.15514231,-0.630760729,-31.9335365,3.94195914,-0.540428519,-32.3908539,3.60192752,-0.431316018,-32.1247177
166,2.0659771,-1.10282934,-29.2852936,2.42653656,-0.985288799,-29.4114761,2.8679204,-0.916043401,-29.555994,3.08424067,-0.74483937,-29.95364,3.20589447,-0.716292024,-30.5518532,3.12274981,-0.539147794,-31.1425018,3.24186778,-0.502031505,-31.7487526,3.52940559,-0.471257061,-31.9470539,3.99299502,-0.628517449,-31.8974552,4.15504599,-0.636978388,-32.3880844,3.94012952,-0.543647766,-32.8413162,3.6037004,-0.435596615,-32.5709839
167,2.08122206,-1.10843134,-29.7504082,2.44115806,-0.990438521,-29.8735085,2.88122106,-0.920585155,-30.016367,3.0944829,-0.752500415,-30.4137764,3.21476793,-0.722172976,-31.0119457,3.13136101,-0.543937802,-31.6027851,3.24931073,-0.504789948,-32.2092247,3.537045,-0.474289805,-32.4056778,3.99804282,-0.631587982,-32.3556061,4.15491438,-0.643213928,-32.8453522,3.93828416,-0.546881676,-33.2944679,3.60554767,-0.439884275,-33.019989
168,2.0964787,-1.1140238,-30.2182426,2.45576906,-0.995572984,-30.3382587,2.89449906,-0.925091743,-30.4794712,3.1047461,-0.760198355,-30.8766422,3.22363615,-0.728062034,-31.4747696,3.13998795,-0.548732579,-32.0657921,3.25674701,-0.507556379,-32.6724167,3.54467154,-0.477319568,-32.8670197,4.00306511,-0.634610236,-32.8165207,4.15474844,-0.649466157,-33.3053398,3.93642354,-0.550130904,-33.7503052,3.60746908,-0.444179475,-33.4717369
169,2.11174679,-1.11960661,-30.6887989,2.4703691,-1.00069225,-30.805727,2.90775394,-0.929563582,-30.9453068,3.11503077,-0.767932415,-31.3422356,3.23249888,-0.733959258,-31.9403248,3.14863086,-0.553532243,-32.5315247,3.26417637,-0.510331035,-33.1383286,3.55228424,-0.480346292,-33.3310776,4.00806093,-0.63758409,-33.2801933,4.15454912,-0.655733943,-33.7680435,3.93454862,-0.553396046,-34.2088318,3.60946441,-0.448482722,-33.9262276
170,2.12702608,-1.12517989,-31.162075,2.4849577,-1.00579643,-31.2759132,2.9209857,-0.934001148,-31.4138737,3.12533736,-0.775701821,-31.8105564,3.24135661,-0.739864647,-32.4086113,3.15728974,-0.558336735,-32.9999809,3.27159882,-0.513114154,-33.6069565,3.55988312,-0.483370125,-33.7978516,4.01303005,-0.640509486,-33.7466278,4.1543169,-0.662016094,-34.2334633,3.9326601,-0.55667758,-34.6700478,3.61153316,-0.452794462,-34.383461
171,2.14231658,-1.1307435,-31.6380711,2.49953485,-1.01088572,-31.7488194,2.93419361,-0.938404918,-31.8851719,3.13566637,-0.783505797,-32.2816048,3.25020909,-0.745778203,-32.879631,3.16596437,-0.563146114,-33.4711609,3.27901411,-0.515905976,-34.0783043,3.56746721,-0.486391127,-34.2673454,4.01797152,-0.643386364,-34.2158241,4.15405273,-0.668311417,-34.7015991,3.93075871,-0.559976161,-35.1339531,3.61367488,-0.457115173,-34.843441
172,2.15761781,-1.13629746,-32.116787,2.51409984,-1.0159601,-32.2244415,2.94737744,-0.942775369,-32.3591995,3.14601827,-0.79134357,-32.7553825,3.25905681,-0.751699924,-33.3533821,3.17465496,-0.567960441,-33.9450607,3.28642201,-0.518706858,-34.552372,3.57503629,-0.489409328,-34.7395554,4.02288485,-0.646214604,-34.6877823,4.15375757,-0.674618721,-35.172451,3.92884517,-0.563292325,-35.6005478,3.61588907,-0.461445302,-35.3061638
173,2.17292976,-1.14184177,-32.5982246,2.52865243,-1.0210197,-32.7027855,2.96053696,-0.947113097,-32.8359604,3.15639353,-0.799214303,-33.2318878,3.26789975,-0.757629871,-33.8298645,3.18336153,-0.572779775,-34.4216843,3.29382277,-0.521516979,-35.0291595,3.58258986,-0.492424816,-35.2144814,4.02776957,-0.648994207,-35.1624985,4.15343237,-0.680936754,-35.646019,3.92692041,-0.566626608,-36.0698318,3.61817551,-0.465785354,-35.7716293
174,2.18825245,-1.14737642,-33.0823822,2.54319239,-1.02606463,-33.1838455,2.97367191,-0.951418638,-33.3154526,3.16679263,-0.807117224,-33.7111244,3.27673793,-0.763568044,-34.309082,3.19208384,-0.577604115,-34.9010353,3.30121613,-0.524336457,-35.508667,3.59012771,-0.495437741,-35.6921272,4.03262472,-0.651725113,-35.6399765,4.15307808,-0.687264264,-36.1222992,3.92498517,-0.569979548,-36.5418053,3.6205337,-0.470135838,-36.2398415
175,2.20358539,-1.15290129,-33.5692596,2.55771947,-1.03109491,-33.6676254,2.9867816,-0.955692351,-33.7976723,3.17721581,-0.815051436,-34.1930885,3.28557158,-0.769514441,-34.7910309,3.20082211,-0.582433522,-35.38311,3.30860186,-0.527165711,-35.9908943,3.5976491,-0.498448193,-36.1724892,4.03744984,-0.654407203,-36.1202164,4.15269518,-0.693599939,-36.6012917,3.92304015,-0.573351741,-37.016468,3.62296295,-0.474497288,-36.7108002
176,2.21892858,-1.15841639,-34.058857,2.5722332,-1.03611076,-34.1541252,2.99986601,-0.959934771,-34.2826271,3.18766332,-0.823016167,-34.6777802,3.29440093,-0.775469124,-35.2757111,3.20957613,-0.587267995,-35.8679047,3.3159802,-0.530004978,-36.4758377,3.60515356,-0.501456261,-36.655571,4.04224396,-0.657040596,-36.6032143,4.1522851,-0.699942589,-37.0829964,3.92108631,-0.576743662,-37.4938202,3.62546301,-0.478870153,-37.1845055
177,2.23428202,-1.16392171,-34.5511742,2.58673334,-1.04111218,-34.6433449,3.01292467,-0.964146435,-34.7703133,3.19813561,-0.83101052,-35.1651993,3.30322599,-0.781432152,-35.7631264,3.21834588,-0.592107713,-36.355423,3.32335091,-0.532854557,-36.963501,3.61264086,-0.504462123,-37.1413689,4.04700613,-0.659625113,-37.088974,4.15184832,-0.706290781,-37.5674133,3.91912436,-0.580155849,-37.9738617,3.6280334,-0.483255029,-37.6609573
178,2.24964523,-1.16941726,-35.0462112,2.60121965,-1.04609942,-35.1352844,3.02595735,-0.968327999,-35.2607269,3.20863318,-0.839033723,-35.6553497,3.31204724,-0.787403524,-36.253273,3.22713137,-0.596952558,-36.845665,3.33071399,-0.535714567,-37.4538841,3.62011051,-0.507465839,-37.6298866,4.05173588,-0.662160814,-37.5774956,4.15138626,-0.712643445,-38.0545425,3.91715503,-0.583588839,-38.4565926,3.63067341,-0.487652361,-38.1401558
179,2.26501822,-1.17490315,-35.5439682,2.61569166,-1.05107248,-35.6299438,3.03896379,-0.97247988,-35.7538719,3.21915627,-0.84708482,-36.1482277,3.32086444,-0.7933833,-36.746151,3.23593283,-0.601802647,-37.3386307,3.3380692,-0.538585365,-37.9469872,3.62756205,-0.510467529,-38.1211243,4.05643272,-0.664647698,-38.0687752,4.15089941,-0.718999088,-38.544384,3.91517925,-0.587043166,-38.942009,3.63338256,-0.492062688,-38.6221008
180,2.28040075,-1.18037915,-36.044445,2.63014936,-1.05603147,-36.1273193,3.05194354,-0.976602674,-36.249752,3.2297051,-0.855162978,-36.6438332,3.32967782,-0.799371481,-37.2417641,3.24475026,-0.606658041,-37.8343201,3.34541678,-0.541467249,-38.4428101,3.63499498,-0.513467371,-38.615078,4.06109524,-0.667085767,-38.5628166,4.15038919,-0.7253564,-39.0369339,3.91319799,-0.590519249,-39.4301186,3.63616014,-0.496486574,-39.1067924
181,2.29579282,-1.18584526,-36.5476418,2.64459252,-1.06097662,-36.6274147,3.06489635,-0.980696917,-36.7483597,3.24027991,-0.863267243,-37.1421661,3.33848763,-0.805368125,-37.7401085,3.25358343,-0.6115188,-38.3327293,3.3527565,-0.544360399,-38.9413528,3.64240885,-0.516465545,-39.1117516,4.06572294,-0.669475019,-39.0596199,4.14985657,-0.73171407,-39.5321922,3.91121173,-0.594017684,-39.9209137,3.63900566,-0.500924528,-39.5942307
182,2.31119418,-1.19130158,-37.0535583,2.65902066,-1.06590784,-37.1302338,3.07782197,-0.984763145,-37.2496986,3.25088096,-0.87139678,-37.6432304,3.34729409,-0.811373293,-38.2411842,3.26243234,-0.616384923,-38.8338623,3.36008835,-0.547265112,-39.4426117,3.6498034,-0.519462109,-39.611145,4.07031488,-0.671815574,-39.5591812,4.14930248,-0.738070786,-40.030159,3.90922165,-0.597538829,-40.414402,3.64191866,-0.505377054,-40.0844193
183,2.3266046,-1.19674802,-37.5621948,2.67343354,-1.07082534,-37.6357727,3.09072018,-0.988802016,-37.7537689,3.2615087,-0.879550695,-38.1470222,3.35609722,-0.817386925,-38.7449951,3.27129698,-0.621256471,-39.337719,3.36741233,-0.550181568,-39.9465904,3.65717816,-0.522457302,-40.1132584,4.07487059,-0.674107432,-40.0615044,4.14872837,-0.744425118,-40.5308342,3.90722823,-0.601083279,-40.9105797,3.64489841,-0.509844661,-40.5773582
184,2.34202409,-1.20218456,-38.0735474,2.68783116,-1.07572925,-38.1440315,3.10359049,-0.992814124,-38.2605705,3.27216315,-0.887728035,-38.6535416,3.36489725,-0.82340914,-39.2515411,3.28017759,-0.626133561,-39.8442993,3.3747282,-0.553110182,-40.453289,3.6645329,-0.525451303,-40.6180878,4.0793891,-0.676350653,-40.5665855,4.14813471,-0.750775754,-41.0342178,3.90523267,-0.604651392,-41.4094429,3.64794421,-0.514327884,-41.0730438
185,2.35745263,-1.20761108,-38.5876198,2.70221305,-1.08061969,-38.6550102,3.11643291,-0.996799886,-38.7701073,3.28284454,-0.895927906,-39.1627922,3.37369442,-0.829440057,-39.7608185,3.28907394,-0.631016135,-40.3536034,3.38203621,-0.556051135,-40.9627075,3.67186713,-0.52844429,-41.1256371,4.08386946,-0.678545296,-41.0744247,4.14752293,-0.757121325,-41.5403061,3.90323567,-0.608243644,-41.9109993,3.65105557,-0.518827319,-41.5714798
186,2.37288976,-1.2130276,-39.1044121,2.7165792,-1.08549666,-39.1687088,3.12924695,-1.00075996,-39.2823715,3.29355288,-0.904149354,-39.6747704,3.38248873,-0.835479558,-40.272831,3.29798627,-0.635904312,-40.8656273,3.38933635,-0.559004664,-41.4748459,3.67918038,-0.531436503,-41.6359062,4.08831072,-0.68069154,-41.5850258,4.14689398,-0.763460457,-42.0491028,3.90123796,-0.611860514,-42.4152451,3.65423155,-0.523343384,-42.0726662
187,2.38833547,-1.21843421,-39.6239243,2.73092937,-1.0903604,-39.6851311,3.14203238,-1.00469506,-39.7973671,3.30428839,-0.912391484,-40.189476,3.39128065,-0.84152782,-40.7875748,3.30691409,-0.640798032,-41.3803749,3.39662838,-0.561970949,-41.9897041,3.68647242,-0.53442806,-42.1488953,4.0927124,-0.682789445,-42.0983849,4.14624882,-0.769791722,-42.5606041,3.89924049,-0.615502357,-42.9221802,3.65747166,-0.527876616,-42.5766029
188,2.40378976,-1.2238307,-40.1461563,2.74526334,-1.09521091,-40.2042732,3.15478921,-1.0086056,-40.3150978,3.31505108,-0.920653343,-40.706913,3.40006995,-0.847584784,-41.3050537,3.31585789,-0.645697474,-41.8978424,3.40391254,-0.564950466,-42.5072823,3.69374275,-0.5374192,-42.6646042,4.09707308,-0.684839189,-42.614502,4.14558887,-0.776113749,-43.07481,3.89724445,-0.619169652,-43.4318008,3.66077518,-0.532427549,-43.0832901
189,2.4192524,-1.22921717,-40.6711044,2.75958085,-1.1000483,-40.7261391,3.16751695,-1.0124923,-40.835556,3.32584119,-0.928933978,-41.2270775,3.40885711,-0.85365057,-41.825264,3.32481742,-0.650602639,-42.4180336,3.41118884,-0.567943335,-43.0275803,3.70099115,-0.540410161,-43.183033,4.10139227,-0.686840832,-43.1333771,4.1449151,-0.782425225,-43.5917244,3.89525032,-0.622862816,-43.9441147,3.66414142,-0.536996663,-43.5927277
190,2.43472338,-1.23459351,-41.1987724,2.77388167,-1.1048727,-41.2507248,3.18021536,-1.01635563,-41.3587456,3.33665895,-0.937232435,-41.7499733,3.41764212,-0.859725118,-42.3482094,3.33379292,-0.655513585,-42.9409485,3.41845727,-0.570949852,-43.5505943,3.70821714,-0.543401122,-43.7041817,4.10566902,-0.688794613,-43.6550102,4.14422846,-0.788724661,-44.1113434,3.89325905,-0.626582205,-44.4591179,3.6675694,-0.541584492,-44.1049194
191,2.45020247,-1.23995972,-41.7291603,2.78816581,-1.10968423,-41.7780304,3.19288445,-1.02019632,-41.8846703,3.34750414,-0.945547819,-42.2756004,3.42642546,-0.865808606,-42.8738899,3.3427844,-0.660430372,-43.4665833,3.42571759,-0.573970318,-44.0763283,3.71542048,-0.546392322,-44.2280502,4.10990238,-0.690700591,-44.1794014,4.14353037,-0.795010746,-44.6336632,3.89127159,-0.630328238,-44.9768105,3.67105842,-0.546191454,-44.6198616
192,2.46568942,-1.24531579,-42.2622681,2.80243301,-1.114483,-42.3080597,3.20552373,-1.02401495,-42.4133263,3.35837674,-0.953879118,-42.8039551,3.43520713,-0.871901035,-43.4023018,3.35179162,-0.66535306,-43.9949417,3.43297005,-0.577004969,-44.6047821,3.7226007,-0.549383998,-44.7546387,4.1140914,-0.692559004,-44.7065506,4.14282179,-0.801282108,-45.1586876,3.8892889,-0.634101212,-45.4971924,3.67460799,-0.550818026,-45.137558
193,2.48118424,-1.25066173,-42.7980919,2.81668305,-1.11926913,-42.8408127,3.21813321,-1.027812,-42.9447136,3.369277,-0.962225378,-43.335041,3.44398737,-0.878002465,-43.9334488,3.36081457,-0.670281649,-44.5260201,3.44021463,-0.580054045,-45.1359558,3.72975755,-0.55237639,-45.283947,4.11823559,-0.694370151,-45.2364578,4.14210415,-0.807537377,-45.6864166,3.8873117,-0.637901545,-46.0202637,3.67821693,-0.555464685,-45.6580048
194,2.4966867,-1.25599742,-43.3366356,2.83091593,-1.12404275,-43.3762856,3.23071265,-1.03158844,-43.4788284,3.38020492,-0.970585585,-43.8688583,3.45276618,-0.884112895,-44.4673309,3.3698535,-0.675216198,-45.0598221,3.44745135,-0.583117723,-45.6698456,3.73689079,-0.555369735,-45.815979,4.122334,-0.69613421,-45.7691193,4.1413784,-0.813775182,-46.2168503,3.88534093,-0.641729593,-46.5460243,3.68188453,-0.560131907,-46.1812057
195,2.51219678,-1.26132286,-43.8778992,2.8451314,-1.12880397,-43.9144821,3.24326181,-1.0353446,-44.0156784,3.39116025,-0.978958845,-44.4054031,3.46154404,-0.890232384,-45.0039444,3.3789084,-0.680156887,-45.5963478,3.45468044,-0.586196482,-46.2064552,3.74399996,-0.558364332,-46.3507309,4.12638569,-0.69785136,-46.3045349,4.14064598,-0.819994092,-46.7499886,3.88337755,-0.645585656,-47.0744743,3.68561006,-0.564820111,-46.7071609
196,2.52771449,-1.26663792,-44.4218788,2.85932946,-1.13355279,-44.4554024,3.25578046,-1.0390811,-44.5552597,3.402143,-0.987344146,-44.9446793,3.47032094,-0.896361053,-45.543293,3.38797903,-0.685103714,-46.1355934,3.46190166,-0.589290559,-46.7457848,3.7510848,-0.561360419,-46.8882027,4.13038921,-0.69952184,-46.8427086,4.13990784,-0.826192737,-47.2858315,3.88142252,-0.649470091,-47.6056137,3.68939257,-0.569529712,-47.2358704
197,2.54323959,-1.27194262,-44.9685783,2.87350988,-1.13828933,-44.9990425,3.26826859,-1.04279852,-45.0975723,3.41315317,-0.995740533,-45.4866867,3.47909737,-0.902498841,-46.0853767,3.39706564,-0.690056741,-46.6775589,3.46911526,-0.592400193,-47.2878342,3.75814486,-0.564358294,-47.4283943,4.1343441,-0.701145947,-47.3836365,4.1391654,-0.832369864,-47.8243752,3.87947679,-0.653383255,-48.1394424,3.69323111,-0.574261129,-47.767334
198,2.55877209,-1.27723706,-45.5179939,2.88767242,-1.14301372,-45.5454063,3.28072596,-1.0464977,-45.6426163,3.42419076,-1.00414705,-46.0314255,3.48787332,-0.908645868,-46.6301956,3.40616822,-0.695015907,-47.2222481,3.47632122,-0.595525503,-47.8325996,3.76518011,-0.567358136,-47.9713058,4.13824987,-0.702724099,-47.9273186,4.13841963,-0.838524103,-48.3656235,3.87754107,-0.657325327,-48.6759644,3.69712472,-0.579014719,-48.3015518
199,2.57431173,-1.28252101,-46.0701294,2.90181732,-1.14772606,-46.0944939,3.29315233,-1.050179,-46.1903915,3.43525553,-1.01256263,-46.5788956,3.49664903,-0.914802134,-47.1777458,3.41528678,-0.699981451,-47.7696571,3.48351955,-0.598667026,-48.380085,3.77219009,-0.570360422,-48.5169373,4.1421051,-0.704256475,-48.4737511,4.13767147,-0.844653964,-48.9095764,3.87561655,-0.661296725,-49.2151756,3.70107269,-0.583790898,-48.8385239
200,2.58985853,-1.28779447,-46.6249809,2.9159441,-1.15242648,-46.6463051,3.30554748,-1.05384326,-46.7408981,3.44634724,-1.02098632,-47.129097,3.50542474,-0.920967698,-47.7280312,3.42442107,-0.704953253,-48.3197861,3.49071026,-0.60182482,-48.9302902,3.77917457,-0.57336539,-49.0652924,4.14590931,-0.705743492,-49.0229378,4.13692236,-0.850758195,-49.4562302,3.87370396,-0.665297627,-49.7570763,3.70507407,-0.588589966,-49.3782501
201,2.60541224,-1.29305744,-47.1825523,2.930053,-1.15711498,-47.20084,3.31791139,-1.05749094,-47.2941399,3.45746565,-1.02941728,-47.6820335,3.51420069,-0.92714268,-48.2810516,3.43357134,-0.709931493,-48.8726387,3.49789357,-0.604999185,-49.4832153,3.78613329,-0.576373279,-49.6163673,4.14966106,-0.707185507,-49.5748787,4.13617325,-0.856835544,-50.0055885,3.87180448,-0.669328392,-50.3016663,3.7091279,-0.59341222,-49.9207306
202,2.62097263,-1.2983098,-47.7428398,2.94414353,-1.16179168,-47.7580986,3.33024406,-1.06112289,-47.8501129,3.468611,-1.03785431,-48.2377014,3.52297711,-0.93332696,-48.8368073,3.44273758,-0.71491617,-49.4282112,3.50506949,-0.608190417,-50.0388565,3.79306579,-0.579384387,-50.1701622,4.15335989,-0.708582878,-50.12957,4.13542509,-0.8628847,-50.5576515,3.86991906,-0.673389196,-50.8489456,3.71323323,-0.598258018,-50.4659691
203,2.63653994,-1.30355155,-48.3058472,2.95821571,-1.16645682,-48.3180771,3.34254503,-1.0647397,-48.4088173,3.47978282,-1.0462966,-48.7961006,3.53175449,-0.939520776,-49.395298,3.45191979,-0.719907284,-49.9865036,3.51223826,-0.611398637,-50.5972176,3.79997206,-0.58239907,-50.7266808,4.15700483,-0.709936082,-50.6870117,4.13467932,-0.868904412,-51.1124191,3.86804843,-0.67748034,-51.3989143,3.71738911,-0.603127658,-51.0139618
204,2.65211391,-1.3087827,-48.8715706,2.97226977,-1.17111027,-48.8807831,3.35481453,-1.06834197,-48.970253,3.49098086,-1.05474317,-49.3572311,3.54053283,-0.94572407,-49.9565239,3.46111798,-0.724904954,-50.5475197,3.51939988,-0.614624262,-51.1582947,3.80685163,-0.585417628,-51.2859192,4.16059542,-0.711245477,-51.2472038,4.13393736,-0.874893308,-51.6698875,3.86619377,-0.681602001,-51.9515762,3.72159457,-0.608021379,-51.5647125
