step,b0_x,b0_y,b0_z,b1_x,b1_y,b1_z,b2_x,b2_y,b2_z,b3_x,b3_y,b3_z,b4_x,b4_y,b4_z,b5_x,b5_y,b5_z,b6_x,b6_y,b6_z,b7_x,b7_y,b7_z,b8_x,b8_y,b8_z,b9_x,b9_y,b9_z,b10_x,b10_y,b10_z,b11_x,b11_y,b11_z
456,6.43075848,-2.24884057,-277.703644,6.00783253,-2.08099484,-277.520203,5.91095829,-2.35991549,-277.717072,5.98337984,-2.61147261,-278.231201,6.01323986,-2.44135571,-278.464722,5.70304918,-1.97473526,-278.639038,5.07920313,-1.96866953,-278.521118,4.54112339,-1.82048082,-278.746368,4.26448536,-1.44323027,-278.831787,4.49064112,-1.48574388,-278.634949,4.9162097,-1.79591763,-278.610229,5.14720297,-1.91976893,-278.051422
457,6.44345236,-2.25158215,-278.953308,6.0180769,-2.08414292,-278.772247,5.92079878,-2.36475825,-278.972443,5.99105787,-2.6158874,-279.485687,6.01784611,-2.44353795,-279.718811,5.7023139,-1.97934699,-279.891083,5.07959175,-1.97570729,-279.767365,4.54516697,-1.82510042,-279.9888,4.27228928,-1.44726169,-280.074371,4.49958801,-1.48893237,-279.877716,4.92417431,-1.80150986,-279.857391,5.15269947,-1.92560017,-279.298859
458,6.45611238,-2.25432324,-280.205688,6.02830648,-2.08730006,-280.027008,5.93064404,-2.36955976,-280.230591,5.99873304,-2.62025809,-280.74292,6.02234602,-2.44567609,-280.975647,5.701478,-1.9839884,-281.145813,5.07995796,-1.98276246,-281.016388,4.54934072,-1.82974076,-281.233978,4.28016663,-1.45131695,-281.319641,4.5085516,-1.49211228,-281.12323,4.9321332,-1.80710351,-281.107239,5.15819407,-1.93143892,-280.549042
459,6.46873856,-2.2570641,-281.460754,6.03852081,-2.0904665,-281.284515,5.94049406,-2.37432003,-281.491516,6.00640583,-2.6245842,-282.002869,6.0267415,-2.44777203,-282.235199,5.70054626,-1.98865962,-282.403229,5.08030367,-1.98983395,-282.268188,4.55364084,-1.83440208,-282.481903,4.28811502,-1.45539534,-282.567566,4.51752996,-1.49528408,-282.37149,4.94008541,-1.81269765,-282.359772,5.16368818,-1.93728542,-281.801941
460,6.48133039,-2.25980496,-282.718536,6.04872036,-2.09364271,-282.544769,5.95034933,-2.37903857,-282.755188,6.01407623,-2.62886572,-283.265564,6.03103399,-2.44982576,-283.497467,5.69952536,-1.99336135,-283.66333,5.08063173,-1.99692225,-283.522766,4.55806303,-1.83908355,-283.732544,4.29613066,-1.45949507,-283.818146,4.52652216,-1.49844968,-283.622467,4.94803143,-1.8182925,-283.61499,5.16918087,-1.94313908,-283.057587
461,6.49388742,-2.26254582,-283.979034,6.05890417,-2.09682822,-283.807739,5.96020937,-2.38371468,-284.021637,6.0217452,-2.63310313,-284.531006,6.03522539,-2.45183992,-284.762482,5.69841957,-1.99809361,-284.926117,5.08094501,-2.00402689,-284.780151,4.56260395,-1.84378588,-284.985931,4.30421066,-1.46361554,-285.071411,4.53552723,-1.50160849,-284.87619,4.95597029,-1.82388687,-284.872925,5.17467308,-1.94900024,-284.315948
462,6.50640965,-2.26528668,-285.242249,6.0690732,-2.10002446,-285.073456,5.97007418,-2.38834906,-285.290833,6.02941227,-2.63729596,-285.799194,6.03931761,-2.45381427,-286.030212,5.69723463,-2.00285673,-286.191559,5.0812459,-2.01114726,-286.040314,4.56726027,-1.84850883,-286.242065,4.31235266,-1.46775603,-286.327362,4.54454374,-1.50476182,-286.13266,4.963902,-1.82948065,-286.133545,5.18016434,-1.95486856,-285.577057
463,6.51889658,-2.26802778,-286.508148,6.07922697,-2.10323119,-286.341919,5.97994375,-2.39294052,-286.562805,6.0370779,-2.64144444,-287.070129,6.0433116,-2.45575094,-287.30069,5.6959753,-2.00765061,-287.459686,5.08153725,-2.01828337,-287.303223,4.57202721,-1.85325205,-287.500946,4.3205533,-1.47191513,-287.585968,4.55357075,-1.50791049,-287.391876,4.97182655,-1.83507371,-287.396851,5.18565464,-1.96074378,-286.840912
464,6.53134823,-2.2707696,-287.776764,6.08936596,-2.10644889,-287.613129,5.9898181,-2.39748955,-287.837524,6.04474211,-2.64554858,-288.343811,6.04721022,-2.4576509,-288.573883,5.69464636,-2.01247525,-288.730499,5.08182001,-2.02543449,-288.568909,4.57690144,-1.85801589,-288.762573,4.32881117,-1.47609246,-288.84726,4.56260777,-1.51105511,-288.653839,4.979743,-1.84066463,-288.662842,5.19114494,-1.96662617,-288.107483
465,6.54376459,-2.27351189,-289.048096,6.09948969,-2.10967779,-288.887054,5.99969673,-2.4019959,-289.115021,6.05240536,-2.64960837,-289.620239,6.05101442,-2.45951486,-289.849792,5.69325209,-2.01733112,-290.003998,5.0820961,-2.0326004,-289.837372,4.58188057,-1.86279976,-290.026947,4.33712387,-1.48028684,-290.111237,4.57165289,-1.51419663,-289.918549,4.98765135,-1.84625387,-289.931519,5.19663477,-1.97251534,-289.376801
466,6.55614519,-2.27625537,-290.322144,6.10959864,-2.11291862,-290.163727,6.00957966,-2.40645933,-290.395264,6.06006718,-2.65362358,-290.899414,6.05472565,-2.46134377,-291.128418,5.69179726,-2.02221799,-291.280151,5.08236837,-2.03978086,-291.108612,4.58696032,-1.86760426,-291.294067,4.3454895,-1.48449779,-291.377899,4.58070564,-1.5173353,-291.186035,4.99555159,-1.85184038,-291.202881,5.20212507,-1.97841156,-290.648834
467,6.56849003,-2.27900028,-291.598907,6.1196928,-2.11617208,-291.443146,6.01946688,-2.41087985,-291.678284,6.06772757,-2.65759444,-292.181335,6.05834532,-2.46313882,-292.40976,5.69028616,-2.02713585,-292.55899,5.08263826,-2.04697537,-292.382599,4.59213781,-1.87242901,-292.563934,4.35390615,-1.48872435,-292.647217,4.58976507,-1.52047229,-292.456268,5.00344324,-1.85742414,-292.476929,5.2076149,-1.98431396,-291.923615
468,6.58079815,-2.28174591,-292.878357,6.12977171,-2.11943746,-292.725311,6.02935839,-2.4152565,-292.964081,6.07538748,-2.6615212,-293.466003,6.06187534,-2.46490216,-293.693817,5.68872213,-2.03208518,-293.840485,5.08290768,-2.0541842,-293.659363,4.59740973,-1.87727368,-293.836517,4.36237097,-1.49296498,-293.91925,4.59883022,-1.52360868,-293.729218,5.01132679,-1.86300457,-293.753662,5.2131052,-1.99022281,-293.201111
469,6.59307003,-2.28449321,-294.160522,6.13983536,-2.12271595,-294.010223,6.03925371,-2.41958952,-294.252625,6.08304644,-2.6654036,-294.753387,6.0653162,-2.46663356,-294.980591,5.68710947,-2.03706551,-295.124664,5.08317804,-2.06140637,-294.938873,4.60277414,-1.88213909,-295.111877,4.37088346,-1.49722028,-295.193939,4.60790014,-1.5267446,-295.004944,5.01920176,-1.86858118,-295.033081,5.2185955,-1.99613738,-294.481354
470,6.60530519,-2.28724194,-295.445404,6.14988375,-2.12600708,-295.297882,6.04915333,-2.42387843,-295.543945,6.09070444,-2.66924167,-296.043518,6.06866932,-2.46833467,-296.270111,5.68545198,-2.0420773,-296.411499,5.08345127,-2.06864214,-296.221161,4.60822678,-1.8870244,-296.389984,4.37944174,-1.50148845,-296.471344,4.61697435,-1.52988136,-296.283417,5.02706766,-1.87415349,-296.315186,5.22408628,-2.00205803,-295.764343
471,6.61750317,-2.28999257,-296.733002,6.15991688,-2.12931156,-296.588287,6.05905628,-2.42812324,-296.838013,6.09836197,-2.67303586,-297.336395,6.07193708,-2.47000647,-297.562317,5.68375349,-2.04711986,-297.701019,5.08372784,-2.0758903,-297.506195,4.61376572,-1.8919307,-297.670837,4.38804436,-1.50576997,-297.751434,4.62605143,-1.53301859,-297.564636,5.03492403,-1.87972045,-297.600006,5.22957802,-2.00798488,-297.050049
472,6.62966347,-2.29274511,-298.023315,6.16993475,-2.13262963,-297.881409,6.06896305,-2.43232369,-298.134857,6.10601902,-2.67678595,-298.632019,6.07512045,-2.47165012,-298.857239,5.68201733,-2.0521934,-298.993225,5.08400965,-2.0831511,-298.793976,4.61938763,-1.89685631,-298.954437,4.39668941,-1.51006258,-299.03421,4.63513041,-1.53615808,-298.848602,5.04277229,-1.88528275,-298.887512,5.23507118,-2.01391816,-298.338501
473,6.6417861,-2.29550004,-299.316345,6.17993736,-2.13596177,-299.177277,6.07887316,-2.43647981,-299.434479,6.11367559,-2.68049169,-299.93042,6.07821989,-2.47326636,-300.154877,5.68024635,-2.05729795,-300.288086,5.08429861,-2.0904243,-300.084503,4.6250906,-1.90180182,-300.240784,4.40537548,-1.51436627,-300.319672,4.64421082,-1.53930056,-300.135315,5.0506115,-1.8908397,-300.177704,5.24056482,-2.01985669,-299.629669
474,6.65387058,-2.29825735,-300.612091,6.18992519,-2.13930845,-300.475891,6.08878613,-2.4405911,-300.736847,6.12133121,-2.68415356,-301.231537,6.08123732,-2.47485685,-301.455231,5.67844391,-2.06243324,-301.585632,5.0845952,-2.09770918,-301.377808,4.63087273,-1.9067688,-301.529877,4.41410255,-1.51868188,-301.607849,4.65329218,-1.54244578,-301.424774,5.05844021,-1.89638948,-301.470551,5.24605942,-2.02580023,-300.923584
475,6.66591692,-2.30101728,-301.910553,6.19989777,-2.14267015,-301.777252,6.09870195,-2.4446578,-302.041992,6.12898588,-2.68777108,-302.5354,6.08417368,-2.47642159,-302.758301,5.67661333,-2.06759882,-302.885834,5.08490133,-2.1050055,-302.673859,4.63673019,-1.91175473,-302.821747,4.42286777,-1.52300632,-302.898712,4.66237259,-1.54559529,-302.71698,5.06626034,-1.90193367,-302.766113,5.2515564,-2.0317502,-302.220215
476,6.67792463,-2.3037796,-303.211731,6.2098546,-2.14604664,-303.08136,6.10862064,-2.44867921,-303.349884,6.13664055,-2.69134474,-303.84201,6.08703041,-2.47796297,-304.064056,5.67475748,-2.07279491,-304.188721,5.08521748,-2.11231303,-303.972656,4.64266109,-1.91676021,-304.116364,4.43167067,-1.52734005,-304.192261,4.67145252,-1.54875004,-304.011963,5.07407141,-1.90747106,-304.064362,5.25705481,-2.03770542,-303.519592
477,6.68989372,-2.30654526,-304.515625,6.21979618,-2.14943886,-304.388214,6.11854124,-2.45265532,-304.660553,6.14429379,-2.69487453,-305.151367,6.08980846,-2.47948074,-305.372528,5.67287922,-2.07802105,-305.494263,5.08554506,-2.11963153,-305.27417,4.64866352,-1.92178595,-305.413727,4.44051027,-1.53168273,-305.488525,4.68053055,-1.5519104,-305.309692,5.08187342,-1.91300094,-305.365295,5.26255465,-2.04366541,-304.821686
478,6.70182371,-2.30931377,-305.822235,6.22972202,-2.15284657,-305.697815,6.12846422,-2.45658588,-305.973969,6.15194654,-2.6983602,-306.463501,6.09250975,-2.48097658,-306.683716,5.67098141,-2.08327723,-306.80249,5.08588457,-2.12696028,-306.57843,4.65473509,-1.9268316,-306.713837,4.44938612,-1.53603411,-306.787476,4.68960619,-1.55507767,-306.610168,5.08966637,-1.91852307,-306.668884,5.26805639,-2.04962993,-306.126526
479,6.71371412,-2.31208587,-307.131561,6.23963261,-2.15627074,-307.010162,6.13838816,-2.46047115,-307.290161,6.15959835,-2.70180202,-307.778381,6.09513521,-2.4824512,-307.997589,5.66906643,-2.08856297,-308.113403,5.08623695,-2.1342988,-307.885437,4.66087341,-1.93189704,-308.016693,4.45829725,-1.54039323,-308.089142,4.69867849,-1.5582521,-307.913391,5.09744978,-1.92403746,-307.975159,5.27356005,-2.05559897,-307.434082
480,6.72556496,-2.31486177,-308.443604,6.24952793,-2.1597116,-308.325287,6.14831305,-2.46431088,-308.6091,6.16724873,-2.70519972,-309.095978,6.09768581,-2.48390555,-309.314178,5.66713667,-2.09387803,-309.426971,5.08660364,-2.14164686,-309.19519,4.66707754,-1.93698192,-309.322327,4.46724224,-1.54475939,-309.393494,4.70774698,-1.56143439,-309.21936,5.10522461,-1.92954373,-309.284149,5.27906609,-2.06157255,-308.744385
481,6.73737574,-2.31764102,-309.758362,6.25940752,-2.16316891,-309.643127,6.15823889,-2.46810436,-309.930817,6.17489815,-2.70855379,-310.416351,6.10016298,-2.48534107,-310.633453,5.66519451,-2.09922242,-310.743225,5.08698511,-2.14900446,-310.50769,4.67334461,-1.9420861,-310.630707,4.47621965,-1.54913187,-310.700562,4.7168107,-1.56462538,-310.528107,5.11299038,-1.93504119,-310.595795,5.28457499,-2.0675509,-310.057404
482,6.74914551,-2.32042432,-311.075836,6.26927137,-2.16664314,-310.963745,6.16816568,-2.47185183,-311.25531,6.18254614,-2.71186376,-311.739471,6.10256767,-2.48675895,-311.955444,5.66324234,-2.10459566,-312.062134,5.08738232,-2.15637112,-311.822937,4.67967272,-1.94720995,-311.941833,4.48522949,-1.55351055,-312.010345,4.72586966,-1.56782615,-311.8396,5.12074709,-1.94052947,-311.910126,5.29008627,-2.07353306,-311.373169
483,6.76087475,-2.32321191,-312.396027,6.27911949,-2.17013478,-312.287109,6.17809248,-2.4755528,-312.58255,6.19019318,-2.71512961,-313.065338,6.10490131,-2.48816013,-313.280121,5.66128254,-2.10999751,-313.383728,5.08779621,-2.16374636,-313.1409,4.68606091,-1.9523536,-313.255707,4.49427128,-1.5578953,-313.322815,4.73492193,-1.57103705,-313.153839,5.12849522,-1.94600797,-313.227142,5.29560041,-2.07951903,-312.69165
484,6.7725625,-2.32600379,-313.718933,6.2889514,-2.17364383,-313.61322,6.1880188,-2.47920728,-313.912567,6.19783831,-2.71835136,-314.393951,6.10716486,-2.48954535,-314.607513,5.65931749,-2.11542749,-314.708008,5.08822775,-2.17113018,-314.461609,4.69250679,-1.95751679,-314.572357,4.50334406,-1.56228518,-314.638,4.74396801,-1.5742588,-314.470825,5.13623428,-1.95147693,-314.546844,5.30111742,-2.08550858,-314.012878
485,6.78420877,-2.32880044,-315.044556,6.29876757,-2.17717099,-314.942078,6.19794416,-2.48281527,-315.245331,6.20548153,-2.72152925,-315.725311,6.10936069,-2.49091578,-315.937592,5.65734911,-2.12088537,-316.034943,5.08867693,-2.17852163,-315.785065,4.69900894,-1.96269917,-315.891754,4.51244688,-1.56667984,-315.955902,4.75300646,-1.57749248,-315.790558,5.14396477,-1.95693564,-315.869232,5.30663776,-2.09150195,-315.336823
486,6.79581356,-2.3316021,-316.372894,6.308568,-2.18071675,-316.273682,6.2078681,-2.48637652,-316.580872,6.21312284,-2.72466302,-317.059418,6.11148882,-2.49227214,-317.270355,5.65537882,-2.12637091,-317.364563,5.08914566,-2.18592072,-317.111237,4.70556545,-1.9679004,-317.213898,4.52157831,-1.5710783,-317.27652,4.76203632,-1.58073866,-317.113068,5.15168762,-1.96238422,-317.194305,5.31216145,-2.09749889,-316.663513
487,6.80737591,-2.33440876,-317.703979,6.31835222,-2.18428111,-317.608032,6.2177906,-2.48989058,-317.919159,6.22076273,-2.72775245,-318.396271,6.11355114,-2.49361563,-318.605804,5.65341043,-2.13188362,-318.696838,5.08963251,-2.19332576,-318.440155,4.71217489,-1.97312212,-318.538788,4.53073978,-1.57548237,-318.599823,4.77105713,-1.58399725,-318.438324,5.15940142,-1.96782112,-318.522064,5.31768894,-2.10349917,-317.99292
488,6.81889582,-2.33722067,-319.037781,6.32812023,-2.18786407,-318.945129,6.2277112,-2.49335718,-319.260223,6.22840023,-2.73079753,-319.73587,6.11554861,-2.49494791,-319.943939,5.65144444,-2.13742304,-320.031799,5.09013939,-2.20073819,-319.77179,4.71883583,-1.9783628,-319.866455,4.53992939,-1.57988966,-319.925842,4.78006887,-1.58727002,-319.766327,5.16710711,-1.97324705,-319.852509,5.32321978,-2.10950208,-319.325073
489,6.83037281,-2.34003782,-320.374298,6.33787203,-2.19146633,-320.284973,6.23762894,-2.49677658,-320.604034,6.23603487,-2.73379827,-321.078217,6.11748266,-2.49626946,-321.28479,5.64948273,-2.14298916,-321.369446,5.09066725,-2.2081573,-321.106171,4.72554684,-1.98362279,-321.196869,4.54914665,-1.58430016,-321.254578,4.78907061,-1.59055746,-321.097076,5.17480421,-1.9786613,-321.185638,5.32875443,-2.1155076,-320.659973
490,6.84180641,-2.3428607,-321.713531,6.34760714,-2.19508815,-321.627594,6.24754381,-2.5001483,-321.950623,6.24366665,-2.73675466,-322.423309,6.11935425,-2.49758124,-322.628326,5.64752722,-2.14858127,-322.709778,5.09121609,-2.21558237,-322.443268,4.732306,-1.98890185,-322.530029,4.55839109,-1.58871353,-322.586029,4.79806137,-1.59386003,-322.430603,5.18249369,-1.98406351,-322.521454,5.33429337,-2.12151623,-321.997589
491,6.85319614,-2.34568954,-323.055481,6.35732603,-2.19872999,-322.972961,6.2574544,-2.50347257,-323.299957,6.25129557,-2.73966646,-323.771179,6.1211648,-2.4988842,-323.974548,5.64557934,-2.15419936,-324.052765,5.09178686,-2.22301292,-323.783112,4.73911285,-1.99420083,-323.865967,4.56766224,-1.59313023,-323.920197,4.80704069,-1.5971781,-323.766876,5.19017458,-1.98945284,-323.859955,5.3398366,-2.12752724,-323.337921
492,6.86454201,-2.34852457,-324.400177,6.36702824,-2.20239162,-324.321075,6.26736116,-2.50674891,-324.652069,6.25892162,-2.74253321,-325.121796,6.12291622,-2.50017977,-325.323456,5.64364195,-2.15984249,-325.398438,5.09237909,-2.23044825,-325.125671,4.74596548,-1.99951947,-325.204651,4.57696009,-1.59755027,-325.25708,4.81600809,-1.60051274,-325.105896,5.19784737,-1.99482906,-325.201111,5.34538412,-2.13354015,-324.681
493,6.87584305,-2.35136628,-325.747589,6.37671423,-2.206074,-325.671936,6.27726269,-2.50997758,-326.006927,6.26654339,-2.74535513,-326.475159,6.12461042,-2.50146866,-326.675049,5.641716,-2.16551065,-326.746796,5.09299421,-2.23788834,-326.470978,4.75286245,-2.0048573,-326.546082,4.58628368,-1.60197246,-326.59668,4.82496262,-1.60386455,-326.447693,5.20551252,-2.00019193,-326.544952,5.35093641,-2.13955522,-326.026794
494,6.88709927,-2.35421467,-327.097717,6.38638353,-2.20977736,-327.025574,6.28715849,-2.51315808,-327.364563,6.27416134,-2.74813175,-327.831268,6.12624788,-2.50275183,-328.029327,5.63980341,-2.17120337,-328.097839,5.09363222,-2.24533272,-327.819,4.75980234,-2.01021481,-327.890259,4.59563255,-1.60639691,-327.938995,4.83390427,-1.60723436,-327.792236,5.21317053,-2.0055418,-327.891479,5.356493,-2.14557147,-327.375336
495,6.89831066,-2.35706949,-328.450562,6.39603567,-2.21350098,-328.381958,6.29704857,-2.51629019,-328.724945,6.28177547,-2.75086331,-329.190125,6.12782907,-2.50403094,-329.386292,5.63790464,-2.17692041,-329.451538,5.09429407,-2.25278139,-329.169769,4.76678514,-2.01559186,-329.237213,4.60500669,-1.61082304,-329.284027,4.84283209,-1.61062229,-329.139526,5.2208209,-2.01087785,-329.240692,5.36205435,-2.15158939,-328.726624
496,6.90947628,-2.35993195,-329.806152,6.40567064,-2.21724653,-329.741089,6.3069315,-2.51937413,-330.088104,6.28938437,-2.7535491,-330.551758,6.12935734,-2.50530624,-330.745911,5.63602209,-2.18266106,-330.807922,5.09497976,-2.2602334,-330.523254,4.77380848,-2.02098775,-330.586914,4.61440468,-1.61525071,-330.631744,4.85174465,-1.61402941,-330.489563,5.2284646,-2.01620007,-330.59259,5.36762094,-2.15760922,-330.080627
497,6.92059565,-2.36280155,-331.164459,6.41528893,-2.22101355,-331.102966,6.31680775,-2.5224092,-331.45401,6.29698849,-2.75618887,-331.916138,6.13083315,-2.5065794,-332.108215,5.63415718,-2.1884253,-332.166992,5.09569025,-2.26768899,-331.879456,4.78087187,-2.02640367,-331.939362,4.62382698,-1.61968017,-331.982208,4.86064243,-1.61745608,-331.842377,5.23610067,-2.02150726,-331.947174,5.37319279,-2.16362977,-331.437347
498,6.93166876,-2.36567855,-332.525482,6.42489004,-2.22480226,-332.467621,6.32667589,-2.52539563,-332.822662,6.30458736,-2.75878239,-333.283264,6.13225746,-2.50785136,-333.473206,5.63231134,-2.19421268,-333.528748,5.09642553,-2.27514744,-333.238403,4.7879734,-2.03183889,-333.294556,4.63327312,-1.62411094,-333.335388,4.86952448,-1.62090313,-333.197937,5.24373007,-2.02679992,-333.304443,5.37876987,-2.16965103,-332.796814
499,6.94269466,-2.36856341,-333.889252,6.43447351,-2.2286129,-333.835022,6.33653545,-2.52833295,-334.194092,6.31218052,-2.76132941,-334.653137,6.13363266,-2.50912333,-334.840881,5.6304841,-2.20002317,-334.893158,5.09718704,-2.28260899,-334.600067,4.79511356,-2.03729343,-334.652527,4.64274263,-1.62854218,-334.691284,4.87839031,-1.62437117,-334.556244,5.25135279,-2.03207755,-334.664398,5.38435221,-2.17567301,-334.158997
500,6.95367336,-2.37145638,-335.255737,6.44403982,-2.23244596,-335.2052,6.34638548,-2.53122139,-335.568268,6.319767,-2.76382971,-336.025757,6.1349597,-2.510396,-336.211243,5.62867975,-2.20585585,-336.260254,5.0979743,-2.29007268,-335.964447,4.80228996,-2.04276752,-336.013245,4.65223503,-1.63297462,-336.049896,4.88723946,-1.62786102,-335.917297,5.25896883,-2.03733969,-336.027039,5.38993979,-2.18169522,-335.523926
501,6.96460438,-2.37435746,-336.624969,6.45358849,-2.23630142,-336.578125,6.35622549,-2.53406096,-336.94519,6.3273468,-2.7662828,-337.401154,6.13624096,-2.51167059,-337.584259,5.62689829,-2.21171045,-337.630035,5.09878731,-2.29753804,-337.331573,4.80950212,-2.04826117,-337.376709,4.66174984,-1.63740826,-337.411224,4.89607096,-1.63137293,-337.281097,5.2665782,-2.04258561,-337.392365,5.39553356,-2.18771768,-336.891571
502,6.97548771,-2.37726665,-337.996918,6.46311903,-2.24017954,-337.953796,6.36605453,-2.53685093,-338.32489,6.33491993,-2.76868844,-338.779297,6.13747644,-2.51294827,-338.959961,5.62514067,-2.21758699,-339.002502,5.09962749,-2.30500531,-338.701416,4.8167491,-2.05377388,-338.74295,4.67128658,-1.64184189,-338.775269,4.90488434,-1.63490784,-338.647675,5.27418184,-2.0478158,-338.760345,5.40113354,-2.19374037,-338.261963
503,6.9863224,-2.38018465,-339.371582,6.47263193,-2.24408102,-339.332245,6.37587166,-2.53959179,-339.707336,6.34248495,-2.77104616,-340.160187,6.13866901,-2.51422954,-340.338348,5.62340832,-2.22348475,-340.377655,5.10049486,-2.31247425,-340.073975,4.82402992,-2.05930591,-340.111938,4.68084478,-1.64627588,-340.142029,4.91367912,-1.638466,-340.016998,5.28177929,-2.05302978,-340.131012,5.40673923,-2.19976282,-339.635071
504,6.99710798,-2.38311172,-340.748993,6.48212671,-2.24800563,-340.71344,6.38567638,-2.54228306,-341.09256,6.35004187,-2.77335572,-341.543823,6.13982058,-2.5155158,-341.719391,5.62170362,-2.22940326,-341.755493,5.10138941,-2.31994319,-341.449249,4.83134317,-2.06485748,-341.483673,4.69042444,-1.6507107,-341.511505,4.92245483,-1.64204824,-341.389069,5.28937101,-2.0582273,-341.504364,5.41235113,-2.20578456,-341.010925
505,7.00784445,-2.38604784,-342.12912,6.49160337,-2.2519536,-342.097412,6.39546824,-2.54492474,-342.48053,6.3575902,-2.77561688,-342.930206,6.14093161,-2.51680827,-343.103119,5.62002659,-2.2353425,-343.136017,5.10231209,-2.32741284,-342.827271,4.83868837,-2.07042813,-342.858154,4.70002508,-1.65514565,-342.883728,4.93121147,-1.64565504,-342.763885,5.29695702,-2.06340814,-342.880402,5.41796923,-2.21180534,-342.389526
506,7.01853085,-2.38899326,-343.511993,6.50106144,-2.25592494,-343.484131,6.40524673,-2.54751658,-343.871246,6.36512947,-2.77782893,-344.319366,6.14200401,-2.51810789,-344.489532,5.61837864,-2.24130201,-344.519226,5.1032629,-2.3348825,-344.208008,4.84606504,-2.07601929,-344.235382,4.7096467,-1.65958166,-344.258667,4.93994761,-1.64928603,-344.141449,5.30453682,-2.06857085,-344.259125,5.423594,-2.21782565,-343.770844
507,7.0291667,-2.39194822,-344.897614,6.51050138,-2.25992036,-344.873627,6.41501045,-2.55005884,-345.264709,6.37265825,-2.77999115,-345.711273,6.14303923,-2.51941562,-345.878601,5.61675978,-2.24728179,-345.905121,5.1042428,-2.34235263,-345.591461,4.85347271,-2.08162904,-345.615387,4.71928835,-1.66401696,-345.636322,4.94866276,-1.65294278,-345.521759,5.31211185,-2.07371688,-345.640533,5.42922592,-2.22384501,-345.154877
508,7.03975201,-2.39491296,-346.28595,6.51992273,-2.26393986,-346.265869,6.42475843,-2.55255127,-346.66095,6.38017654,-2.78210354,-347.105927,6.14403963,-2.5207324,-347.270355,5.61517239,-2.25328135,-347.293701,5.10525179,-2.34982181,-346.977631,4.86090994,-2.08725858,-346.998138,4.72895002,-1.6684531,-347.016724,4.95735693,-1.65662539,-346.904846,5.31968164,-2.07884455,-347.024628,5.43486452,-2.22986293,-346.541656
509,7.05028629,-2.39788771,-347.677032,6.52932501,-2.26798368,-347.660889,6.4344902,-2.55499387,-348.059937,6.38768387,-2.78416562,-348.503326,6.14500666,-2.52205944,-348.664764,5.61361837,-2.25929999,-348.684967,5.10628986,-2.35728884,-348.366547,4.8683753,-2.09290767,-348.383636,4.73863077,-1.67288983,-348.399841,4.96602869,-1.66033459,-348.29068,5.32724667,-2.08395457,-348.411407,5.44051027,-2.23587966,-347.931152
510,7.06076908,-2.40087247,-349.070831,6.53870821,-2.27205157,-349.058655,6.44420528,-2.5573864,-349.46167,6.39517975,-2.78617668,-349.903503,6.14594173,-2.52339792,-350.061859,5.61209726,-2.26533794,-350.078918,5.10735798,-2.36475444,-349.758179,4.87586927,-2.09857583,-349.771881,4.74833059,-1.67732656,-349.785675,4.97467804,-1.66407096,-349.67926,5.3348074,-2.08904696,-349.800873,5.44616318,-2.24189425,-349.323395
511,7.07119942,-2.40386796,-350.467377,6.54807281,-2.2761445,-350.459198,6.45390224,-2.55972886,-350.86615,6.40266228,-2.78813601,-351.306427,6.14684725,-2.52474833,-351.461609,5.61061096,-2.27139449,-351.475555,5.10845661,-2.37221837,-351.152527,4.8833909,-2.10426378,-351.162872,4.75804949,-1.68176389,-351.174225,4.98330498,-1.66783428,-351.070587,5.34236288,-2.0941205,-351.192993,5.45182323,-2.24790692,-350.718353
512,7.0815773,-2.40687394,-351.866669,6.55741787,-2.28026223,-351.862518,6.46358013,-2.56202149,-352.273376,6.41013145,-2.79004359,-352.712097,6.14772415,-2.52611184,-352.864044,5.60916042,-2.2774694,-352.874878,5.10958576,-2.37967992,-352.549622,4.89093924,-2.10997128,-352.55661,4.7677865,-1.68620133,-352.565521,4.99190807,-1.67162538,-352.464661,5.34991455,-2.09917569,-352.587799,5.45749092,-2.25391769,-352.116058
513,7.09190273,-2.40989065,-353.268677,6.56674337,-2.28440475,-353.268585,6.47323847,-2.56426406,-353.68335,6.4175868,-2.79189825,-354.120514,6.14857483,-2.52748942,-354.269135,5.60774612,-2.28356266,-354.276886,5.11074638,-2.38713908,-353.949432,4.89851379,-2.11569834,-353.953125,4.77754164,-1.69063878,-353.959534,5.00048733,-1.67544472,-353.861481,5.35746193,-2.10421252,-353.985291,5.46316576,-2.25992584,-353.516479
514,7.10217476,-2.41291833,-354.673431,6.57604933,-2.28857231,-354.677429,6.4828763,-2.56645656,-355.096069,6.42502689,-2.79369974,-355.531677,6.14940071,-2.52888203,-355.67691,5.6063695,-2.28967381,-355.68158,5.11193848,-2.39459562,-355.351959,4.90611362,-2.12144399,-355.352386,4.78731394,-1.69507539,-355.356262,5.00904179,-1.67929292,-355.261047,5.36500645,-2.10923123,-355.385468,5.46884871,-2.26593208,-354.919647
515,7.1123929,-2.41595745,-356.080933,6.58533573,-2.29276538,-356.08905,6.49249172,-2.56859899,-356.511566,6.43245077,-2.79544735,-356.945618,6.1502037,-2.5302906,-357.087341,5.60503054,-2.29580307,-357.088959,5.11316299,-2.40204978,-356.757202,4.9137392,-2.12720847,-356.754395,4.79710293,-1.69951153,-356.755737,5.01757145,-1.68317032,-356.663361,5.37254715,-2.11423063,-356.78833,5.47454023,-2.2719357,-356.325531
