step,b0_x,b0_y,b0_z,b1_x,b1_y,b1_z,b2_x,b2_y,b2_z,b3_x,b3_y,b3_z,b4_x,b4_y,b4_z,b5_x,b5_y,b5_z,b6_x,b6_y,b6_z,b7_x,b7_y,b7_z
251,-12.2441664,-6.06825324e-07,0.299983621,28.8110523,-4.62487936,0.399981052,-10.3924637,-2.53425312,0.349978209,8.41115093,17.4722271,0.39997527,-12.0662508,-14.0412912,0.399972111,17.3439484,-24.229826,0.399968743,-7.22752285,9.92417908,0.399965167,4.73980427,7.73036289,0.4749614
252,-12.3053875,-6.09859455e-07,0.299983621,28.9575329,-4.64926624,0.399981052,-10.4520578,-2.54541874,0.349978209,8.45170784,17.5723038,0.39997527,-12.142889,-14.1209927,0.399972111,17.4397736,-24.3830738,0.399968743,-7.28680992,9.98867893,0.399965167,4.752285,7.78331566,0.4749614
253,-12.3666086,-6.12893587e-07,0.299983621,29.1040134,-4.67365313,0.399981052,-10.511652,-2.55658436,0.349978209,8.49226475,17.6723804,0.39997527,-12.2195272,-14.2006941,0.399972111,17.5355988,-24.5363216,0.399968743,-7.34609699,10.0531788,0.399965167,4.76476574,7.83626842,0.4749614
254,-12.4278297,-6.15927718e-07,0.299983621,29.250494,-4.69804001,0.399981052,-10.5712461,-2.56774998,0.349978209,8.53282166,17.7724571,0.39997527,-12.2961655,-14.2803955,0.399972111,17.631424,-24.6895695,0.399968743,-7.40538406,10.1176786,0.399965167,4.77724648,7.88922119,0.4749614
255,-12.4890509,-6.18961849e-07,0.299983621,29.3969746,-4.72242689,0.399981052,-10.6308403,-2.5789156,0.349978209,8.57337856,17.8725338,0.39997527,-12.3728037,-14.3600969,0.399972111,17.7272491,-24.8428173,0.399968743,-7.46467113,10.1821785,0.399965167,4.78972721,7.94217396,0.4749614
256,-12.550272,-6.2199598e-07,0.299983621,29.5434551,-4.74681377,0.399981052,-10.6904345,-2.59008121,0.349978209,8.61393547,17.9726105,0.39997527,-12.4494419,-14.4397984,0.399972111,17.8230743,-24.9960651,0.399968743,-7.52395821,10.2466784,0.399965167,4.80220795,7.99512672,0.4749614
257,-12.6114931,-6.25030111e-07,0.299983621,29.6899357,-4.77120066,0.399981052,-10.7500286,-2.60124683,0.349978209,8.65449238,18.0726871,0.39997527,-12.5260801,-14.5194998,0.399972111,17.9188995,-25.149313,0.399968743,-7.58324528,10.3111782,0.399965167,4.81468868,8.04807949,0.4749614
258,-12.6727142,-6.28064242e-07,0.299983621,29.8364162,-4.79558754,0.399981052,-10.8096228,-2.61241245,0.349978209,8.69504929,18.1727638,0.39997527,-12.6027184,-14.5992012,0.399972111,18.0147247,-25.3025608,0.399968743,-7.64253235,10.3756781,0.399965167,4.82716942,8.10103226,0.4749614
259,-12.7339354,-6.31098374e-07,0.299983621,29.9828968,-4.81997442,0.399981052,-10.8692169,-2.62357807,0.349978209,8.73560619,18.2728405,0.39997527,-12.6793566,-14.6789026,0.399972111,18.1105499,-25.4558086,0.399968743,-7.70181942,10.4401779,0.399965167,4.83965015,8.15398502,0.4749614
260,-12.7951565,-6.34132505e-07,0.299983621,30.1293774,-4.84436131,0.399981052,-10.9288111,-2.63474369,0.349978209,8.7761631,18.3729172,0.39997527,-12.7559948,-14.758604,0.399972111,18.2063751,-25.6090565,0.399968743,-7.76110649,10.5046778,0.399965167,4.85213089,8.20693779,0.4749614
261,-12.8563776,-6.37166636e-07,0.299983621,30.2758579,-4.86874819,0.399981052,-10.9884052,-2.64590931,0.349978209,8.81672001,18.4729939,0.39997527,-12.832633,-14.8383055,0.399972111,18.3022003,-25.7623043,0.399968743,-7.82039356,10.5691776,0.399965167,4.86461163,8.25989056,0.4749614
262,-12.9175987,-6.40200767e-07,0.299983621,30.4223385,-4.89313507,0.399981052,-11.0479994,-2.65707493,0.349978209,8.85727692,18.5730705,0.39997527,-12.9092712,-14.9180069,0.399972111,18.3980255,-25.9155521,0.399968743,-7.87968063,10.6336775,0.399965167,4.87709236,8.31284332,0.4749614
263,-12.9788198,-6.43234898e-07,0.299983621,30.568819,-4.91752195,0.399981052,-11.1075935,-2.66824055,0.349978209,8.89783382,18.6731472,0.39997527,-12.9859095,-14.9977083,0.399972111,18.4938507,-26.0688,0.399968743,-7.9389677,10.6981773,0.399965167,4.8895731,8.36579609,0.4749614
264,-13.040041,-6.46269029e-07,0.299983621,30.7152996,-4.94190884,0.399981052,-11.1671877,-2.67940617,0.349978209,8.93839073,18.7732239,0.39997527,-13.0625477,-15.0774097,0.399972111,18.5896759,-26.2220478,0.399968743,-7.99825478,10.7626772,0.399965167,4.90205383,8.41874886,0.4749614
265,-13.1012621,-6.49303161e-07,0.299983621,30.8617802,-4.96629572,0.399981052,-11.2267818,-2.69057178,0.349978209,8.97894764,18.8733006,0.39997527,-13.1391859,-15.1571112,0.399972111,18.6855011,-26.3752956,0.399968743,-8.05754185,10.827177,0.399965167,4.91453457,8.47170162,0.4749614
266,-13.1624832,-6.52337292e-07,0.299983621,31.0082607,-4.9906826,0.399981052,-11.286376,-2.7017374,0.349978209,9.01950455,18.9733772,0.39997527,-13.2158241,-15.2368126,0.399972111,18.7813263,-26.5285435,0.399968743,-8.11682892,10.8916769,0.399965167,4.9270153,8.52465439,0.4749614
267,-13.2237043,-6.55371423e-07,0.299983621,31.1547413,-5.01506948,0.399981052,-11.3459702,-2.71290302,0.349978209,9.06006145,19.0734539,0.39997527,-13.2924623,-15.316514,0.399972111,18.8771515,-26.6817913,0.399968743,-8.17611599,10.9561768,0.399965167,4.93949604,8.57760715,0.47496143
268,-13.2849255,-6.58405554e-07,0.299983621,31.3012218,-5.03945637,0.399981052,-11.4055643,-2.72406864,0.349978209,9.10061836,19.1735306,0.39997527,-13.3691006,-15.3962154,0.399972111,18.9729767,-26.8350391,0.399968743,-8.23540306,11.0206766,0.399965167,4.95197678,8.63055992,0.47496143
269,-13.3461466,-6.61439685e-07,0.299983621,31.4477024,-5.06384325,0.399981052,-11.4651585,-2.73523426,0.349978209,9.14117527,19.2736073,0.39997527,-13.4457388,-15.4759169,0.399972111,19.0688019,-26.988287,0.399968743,-8.29469013,11.0851765,0.399965167,4.96445751,8.68351269,0.47496143
270,-13.4073677,-6.64473816e-07,0.299983621,31.594183,-5.08823013,0.399981052,-11.5247526,-2.74639988,0.349978209,9.18173218,19.3736839,0.39997527,-13.522377,-15.5556183,0.399972111,19.1646271,-27.1415348,0.399968743,-8.3539772,11.1496763,0.399965167,4.97693825,8.73646545,0.47496143
271,-13.4685888,-6.67507948e-07,0.299983621,31.7406635,-5.11261702,0.399981052,-11.5843468,-2.7575655,0.349978209,9.22228909,19.4737606,0.39997527,-13.5990152,-15.6353197,0.399972111,19.2604523,-27.2947826,0.399968743,-8.41326427,11.2141762,0.399965167,4.98941898,8.78941822,0.47496143
272,-13.52981,-6.70542079e-07,0.299983621,31.8871441,-5.1370039,0.399981052,-11.6439409,-2.76873112,0.349978209,9.26284599,19.5738373,0.39997527,-13.6756535,-15.7150211,0.399972111,19.3562775,-27.4480305,0.399968743,-8.47255135,11.278676,0.399965167,5.00189972,8.84237099,0.47496143
273,-13.5910311,-6.7357621e-07,0.299983621,32.0336266,-5.16139078,0.399981052,-11.7035351,-2.77989674,0.349978209,9.3034029,19.673914,0.39997527,-13.7522917,-15.7947226,0.399972111,19.4521027,-27.6012783,0.399968743,-8.53183842,11.3431759,0.399965167,5.01438046,8.89532375,0.47496143
274,-13.6522522,-6.76610341e-07,0.299983621,32.1801071,-5.18577766,0.399981052,-11.7631292,-2.79106236,0.349978209,9.34395981,19.7739906,0.39997527,-13.8289299,-15.874424,0.399972111,19.5479279,-27.7545261,0.399968743,-8.59112549,11.4076757,0.399965167,5.02686119,8.94827652,0.47496143
275,-13.7134733,-6.79644472e-07,0.299983621,32.3265877,-5.21016455,0.399981052,-11.8227234,-2.80222797,0.349978209,9.38451672,19.8740673,0.39997527,-13.9055681,-15.9541254,0.399972111,19.6437531,-27.907774,0.399968743,-8.65041256,11.4721756,0.399965167,5.03934193,9.00122929,0.47496143
276,-13.7746944,-6.82678603e-07,0.299983621,32.4730682,-5.23455143,0.399981052,-11.8823175,-2.81339359,0.349978209,9.42507362,19.974144,0.39997527,-13.9822063,-16.0338268,0.399972111,19.7395782,-28.0610218,0.399968743,-8.70969963,11.5366755,0.399965167,5.05182266,9.05418205,0.47496143
277,-13.8359156,-6.85712735e-07,0.299983621,32.6195488,-5.25893831,0.399981052,-11.9419117,-2.82455921,0.349978209,9.46563053,20.0742207,0.39997527,-14.0588446,-16.1135273,0.399972111,19.8354034,-28.2142696,0.399968743,-8.7689867,11.6011753,0.399965167,5.0643034,9.10713482,0.47496143
278,-13.8971367,-6.88746866e-07,0.299983621,32.7660294,-5.2833252,0.399981052,-12.0015059,-2.83572483,0.349978209,9.50618744,20.1742973,0.39997527,-14.1354828,-16.1932278,0.399972111,19.9312286,-28.3675175,0.399968743,-8.82827377,11.6656752,0.399965167,5.07678413,9.16008759,0.47496143
279,-13.9583578,-6.91780997e-07,0.299983621,32.9125099,-5.30771208,0.399981052,-12.0611,-2.84689045,0.349978209,9.54674435,20.274374,0.39997527,-14.212121,-16.2729282,0.399972111,20.0270538,-28.5207653,0.399968743,-8.88756084,11.730175,0.399965167,5.08926487,9.21304035,0.47496143
280,-14.0195789,-6.94815128e-07,0.299983621,33.0589905,-5.33209896,0.399981052,-12.1206942,-2.85805607,0.349978209,9.58730125,20.3744507,0.39997527,-14.2887592,-16.3526287,0.399972111,20.122879,-28.6740131,0.399968743,-8.94684792,11.7946749,0.399965167,5.10174561,9.26599312,0.47496143
281,-14.0808001,-6.97849259e-07,0.299983621,33.205471,-5.35648584,0.399981052,-12.1802883,-2.86922169,0.349978209,9.62785816,20.4745274,0.39997527,-14.3653975,-16.4323292,0.399972111,20.2187042,-28.827261,0.399968743,-9.00613499,11.8591747,0.399965167,5.11422634,9.31894588,0.47496143
282,-14.1420212,-7.0088339e-07,0.299983621,33.3519516,-5.38087273,0.399981052,-12.2398825,-2.88038731,0.349978209,9.66841507,20.574604,0.39997527,-14.4420357,-16.5120296,0.399972111,20.3145294,-28.9805088,0.399968743,-9.06542206,11.9236746,0.399965167,5.12670708,9.37189865,0.47496143
283,-14.2032423,-7.03917522e-07,0.299983621,33.4984322,-5.40525961,0.399981052,-12.2994766,-2.89155293,0.349978209,9.70897198,20.6746807,0.39997527,-14.5186739,-16.5917301,0.399972111,20.4103546,-29.1337566,0.399968743,-9.12470913,11.9881744,0.399965167,5.13918781,9.42485142,0.47496143
284,-14.2644634,-7.06951653e-07,0.299983621,33.6449127,-5.42964649,0.399981052,-12.3590708,-2.90271854,0.349978209,9.74952888,20.7747574,0.39997527,-14.5953121,-16.6714306,0.399972111,20.5061798,-29.2870045,0.399968743,-9.1839962,12.0526743,0.399965167,5.15166855,9.47780418,0.47496143
285,-14.3256845,-7.09985784e-07,0.299983621,33.7913933,-5.45403337,0.399981052,-12.4186649,-2.91388416,0.349978209,9.79008579,20.8748341,0.39997527,-14.6719503,-16.7511311,0.399972111,20.602005,-29.4402523,0.399968743,-9.24328327,12.1171741,0.399965167,5.16414928,9.53075695,0.47496143
286,-14.3869057,-7.13019915e-07,0.299983621,33.9378738,-5.47842026,0.399981052,-12.4782591,-2.92504978,0.349978209,9.8306427,20.9749107,0.39997527,-14.7485886,-16.8308315,0.399972111,20.6978302,-29.5935001,0.399968743,-9.30257034,12.181674,0.399965167,5.17663002,9.58370972,0.47496143
287,-14.4481268,-7.16054046e-07,0.299983621,34.0843544,-5.50280714,0.399981052,-12.5378532,-2.9362154,0.349978209,9.87119961,21.0749874,0.39997527,-14.8252268,-16.910532,0.399972111,20.7936554,-29.746748,0.399968743,-9.36185741,12.2461739,0.399965167,5.18911076,9.63666248,0.47496143
288,-14.5093479,-7.19088177e-07,0.299983621,34.230835,-5.52719402,0.399981052,-12.5974474,-2.94738102,0.349978209,9.91175652,21.1750641,0.39997527,-14.901865,-16.9902325,0.399972111,20.8894806,-29.8999958,0.399968743,-9.42114449,12.3106737,0.399965167,5.20159149,9.68961525,0.47496143
289,-14.570569,-7.22122309e-07,0.299983621,34.3773155,-5.55158091,0.399981052,-12.6570415,-2.95854664,0.349978209,9.95231342,21.2751408,0.39997527,-14.9785032,-17.0699329,0.399972111,20.9853058,-30.0532436,0.399968743,-9.48043156,12.3751736,0.399965167,5.21407223,9.74256802,0.47496146
290,-14.6317902,-7.2515644e-07,0.299983621,34.5237961,-5.57596779,0.399981052,-12.7166357,-2.96971226,0.349978209,9.99287033,21.3752174,0.39997527,-15.0551414,-17.1496334,0.399972111,21.081131,-30.2064915,0.399968743,-9.53971863,12.4396734,0.399965167,5.22655296,9.79552078,0.47496146
291,-14.6930113,-7.28190571e-07,0.299983621,34.6702766,-5.60035467,0.399981052,-12.7762299,-2.98087788,0.349978209,10.0334272,21.4752941,0.39997527,-15.1317797,-17.2293339,0.399972111,21.1769562,-30.3597393,0.399968743,-9.5990057,12.5041733,0.399965167,5.2390337,9.84847355,0.47496146
292,-14.7542324,-7.31224702e-07,0.299983621,34.8167572,-5.62474155,0.399981052,-12.835824,-2.9920435,0.349978209,10.0739841,21.5753708,0.39997527,-15.2084179,-17.3090343,0.399972111,21.2727814,-30.5129871,0.399968743,-9.65829277,12.5686731,0.399965167,5.25151443,9.90142632,0.47496146
293,-14.8154535,-7.34258833e-07,0.299983621,34.9632378,-5.64912844,0.399981052,-12.8954182,-3.00320911,0.349978209,10.1145411,21.6754475,0.39997527,-15.2850561,-17.3887348,0.399972111,21.3686066,-30.666235,0.399968743,-9.71757984,12.633173,0.399965167,5.26399517,9.95437908,0.47496146
294,-14.8766747,-7.37292964e-07,0.299983621,35.1097183,-5.67351532,0.399981052,-12.9550123,-3.01437473,0.349978209,10.155098,21.7755241,0.39997527,-15.3616943,-17.4684353,0.399972111,21.4644318,-30.8194828,0.399968743,-9.77686691,12.6976728,0.399965167,5.27647591,10.0073318,0.47496146
295,-14.9378958,-7.40327096e-07,0.299983621,35.2561989,-5.6979022,0.399981052,-13.0146065,-3.02554035,0.349978209,10.1956549,21.8756008,0.39997527,-15.4383326,-17.5481358,0.399972111,21.560257,-30.9727306,0.399968743,-9.83615398,12.7621727,0.399965167,5.28895664,10.0602846,0.47496146
296,-14.9991169,-7.43361227e-07,0.299983621,35.4026794,-5.72228909,0.399981052,-13.0742006,-3.03670597,0.349978209,10.2362118,21.9756775,0.39997527,-15.5149708,-17.6278362,0.399972111,21.6560822,-31.1259785,0.399968743,-9.89544106,12.8266726,0.399965167,5.30143738,10.1132374,0.47496146
297,-15.060338,-7.46395358e-07,0.299983621,35.54916,-5.74667597,0.399981052,-13.1337948,-3.04787159,0.349978209,10.2767687,22.0757542,0.39997527,-15.591609,-17.7075367,0.399972111,21.7519073,-31.2792263,0.399968743,-9.95472813,12.8911724,0.399965167,5.31391811,10.1661901,0.47496146
298,-15.1215591,-7.49429489e-07,0.299983621,35.6956406,-5.77106285,0.399981052,-13.1933889,-3.05903721,0.349978209,10.3173256,22.1758308,0.39997527,-15.6682472,-17.7872372,0.399972111,21.8477325,-31.4324741,0.399968743,-10.0140152,12.9556723,0.399965167,5.32639885,10.2191429,0.47496146
299,-15.1827803,-7.5246362e-07,0.299983621,35.8421211,-5.79544973,0.399981052,-13.2529831,-3.07020283,0.349978209,10.3578825,22.2759075,0.39997527,-15.7448854,-17.8669376,0.399972111,21.9435577,-31.585722,0.399968743,-10.0733023,13.0201721,0.399965167,5.33887959,10.2720957,0.47496146
300,-15.2440014,-7.55497751e-07,0.299983621,35.9886017,-5.81983662,0.399981052,-13.3125772,-3.08136845,0.349978209,10.3984394,22.3759842,0.39997527,-15.8215237,-17.9466381,0.399972111,22.0393829,-31.7389698,0.399968743,-10.1325893,13.084672,0.399965167,5.35136032,10.3250484,0.47496146
301,-15.3052225,-7.58531883e-07,0.299983621,36.1350822,-5.8442235,0.399981052,-13.3721714,-3.09253407,0.349978209,10.4389963,22.4760609,0.39997527,-15.8981619,-18.0263386,0.399972111,22.1352081,-31.8922176,0.399968743,-10.1918764,13.1491718,0.399965167,5.36384106,10.3780012,0.47496146
302,-15.3664436,-7.61566014e-07,0.299983621,36.2815628,-5.86861038,0.399981052,-13.4317656,-3.10369968,0.349978209,10.4795532,22.5761375,0.39997527,-15.9748001,-18.106039,0.399972111,22.2310333,-32.0454636,0.399968743,-10.2511635,13.2136717,0.399965167,5.37632179,10.430954,0.47496146
303,-15.4276648,-7.64600145e-07,0.299983621,36.4280434,-5.89299726,0.399981052,-13.4913597,-3.1148653,0.349978209,10.5201101,22.6762142,0.39997527,-16.0514393,-18.1857395,0.399972111,22.3268585,-32.1987114,0.399968743,-10.3104506,13.2781715,0.399965167,5.38880253,10.4839067,0.47496146
304,-15.4888859,-7.67634276e-07,0.299983621,36.5745239,-5.91738415,0.399981052,-13.5509539,-3.12603092,0.349978238,10.560667,22.7762909,0.39997527,-16.1280785,-18.26544,0.399972111,22.4226837,-32.3519592,0.399968743,-10.3697376,13.3426714,0.399965167,5.40128326,10.5368595,0.47496146
305,-15.550107,-7.70668407e-07,0.299983621,36.7210045,-5.94177103,0.399981052,-13.610548,-3.13719654,0.349978238,10.6012239,22.8763676,0.39997527,-16.2047176,-18.3451405,0.399972111,22.5185089,-32.5052071,0.399968743,-10.4290247,13.4071712,0.399965167,5.413764,10.5898123,0.47496146
306,-15.6113281,-7.73702538e-07,0.299983621,36.867485,-5.96615791,0.399981052,-13.6701422,-3.14836216,0.349978238,10.6417809,22.9764442,0.39997527,-16.2813568,-18.4248409,0.399972111,22.6143341,-32.6584549,0.399968743,-10.4883118,13.4716711,0.399965167,5.42624474,10.642765,0.47496146
307,-15.6725492,-7.7673667e-07,0.299983621,37.0139656,-5.9905448,0.399981052,-13.7297363,-3.15952778,0.349978238,10.6823378,23.0765209,0.39997527,-16.357996,-18.5045414,0.399972111,22.7101593,-32.8117027,0.399968743,-10.5475988,13.536171,0.399965167,5.43872547,10.6957178,0.47496146
308,-15.7337704,-7.79770801e-07,0.299983621,37.1604462,-6.01493168,0.399981052,-13.7893305,-3.1706934,0.349978238,10.7228947,23.1765976,0.39997527,-16.4346352,-18.5842419,0.399972111,22.8059845,-32.9649506,0.399968743,-10.6068859,13.6006708,0.399965167,5.45120621,10.7486706,0.47496146
309,-15.7949915,-7.82804932e-07,0.299983621,37.3069267,-6.03931856,0.399981052,-13.8489246,-3.18185902,0.349978238,10.7634516,23.2766743,0.39997527,-16.5112743,-18.6639423,0.399972111,22.9018097,-33.1181984,0.399968743,-10.666173,13.6651707,0.399965167,5.46368694,10.8016233,0.47496146
310,-15.8562126,-7.85839063e-07,0.299983621,37.4534073,-6.06370544,0.399981052,-13.9085188,-3.19302464,0.349978238,10.8040085,23.3767509,0.39997527,-16.5879135,-18.7436428,0.399972111,22.9976349,-33.2714462,0.399968743,-10.7254601,13.7296705,0.399965167,5.47616768,10.8545761,0.47496146
311,-15.9174337,-7.88873194e-07,0.299983621,37.5998878,-6.08809233,0.399981052,-13.9681129,-3.20419025,0.349978238,10.8445654,23.4768276,0.39997527,-16.6645527,-18.8233433,0.399972111,23.0934601,-33.4246941,0.399968743,-10.7847471,13.7941704,0.399965167,5.48864841,10.9075289,0.47496146
312,-15.9786549,-7.91907325e-07,0.299983621,37.7463684,-6.11247921,0.399981052,-14.0277071,-3.21535587,0.349978238,10.8851223,23.5769043,0.39997527,-16.7411919,-18.9030437,0.399972111,23.1892853,-33.5779419,0.399968743,-10.8440342,13.8586702,0.399965167,5.50112915,10.9604816,0.47496146
313,-16.039875,-7.94941457e-07,0.299983621,37.892849,-6.13686609,0.399981052,-14.0873013,-3.22652149,0.349978238,10.9256792,23.676981,0.39997527,-16.817831,-18.9827442,0.399972111,23.2851105,-33.7311897,0.399968743,-10.9033213,13.9231701,0.399965167,5.51360989,11.0134344,0.47496146
314,-16.1010952,-7.97975588e-07,0.299983621,38.0393295,-6.16125298,0.399981052,-14.1468954,-3.23768711,0.349978238,10.9662361,23.7770576,0.39997527,-16.8944702,-19.0624447,0.399972111,23.3809357,-33.8844376,0.399968743,-10.9626083,13.9876699,0.399965167,5.52609062,11.0663872,0.47496146
315,-16.1623154,-8.01009719e-07,0.299983621,38.1858101,-6.18563986,0.399981052,-14.2064896,-3.24885273,0.349978238,11.006793,23.8771343,0.39997527,-16.9711094,-19.1421452,0.399972111,23.4767609,-34.0376854,0.399968743,-11.0218954,14.0521698,0.399965167,5.53857136,11.1193399,0.47496146
316,-16.2235355,-8.0404385e-07,0.299983621,38.3322906,-6.21002674,0.399981052,-14.2660837,-3.26001835,0.349978238,11.0473499,23.977211,0.39997527,-17.0477486,-19.2218456,0.399972111,23.5725861,-34.1909332,0.399968743,-11.0811825,14.1166697,0.399965167,5.55105209,11.1722927,0.47496146
317,-16.2847557,-8.07077981e-07,0.299983621,38.4787712,-6.23441362,0.399981052,-14.3256779,-3.27118397,0.349978238,11.0879068,24.0772877,0.39997527,-17.1243877,-19.3015461,0.399972111,23.6684113,-34.3441811,0.399968743,-11.1404696,14.1811695,0.399965167,5.56353283,11.2252455,0.47496146
318,-16.3459759,-8.10112113e-07,0.299983621,38.6252518,-6.25880051,0.399981052,-14.385272,-3.28234959,0.349978238,11.1284637,24.1773643,0.39997527,-17.2010269,-19.3812466,0.399972111,23.7642365,-34.4974289,0.399968743,-11.1997566,14.2456694,0.399965167,5.57601357,11.2781982,0.47496146
319,-16.407196,-8.13146244e-07,0.299983621,38.7717323,-6.28318739,0.399981052,-14.4448662,-3.29351521,0.349978238,11.1690207,24.277441,0.39997527,-17.2776661,-19.460947,0.399972111,23.8600616,-34.6506767,0.399968743,-11.2590437,14.3101692,0.399965167,5.5884943,11.331151,0.47496146
320,-16.4684162,-8.16180375e-07,0.299983621,38.9182129,-6.30757427,0.399981052,-14.5044603,-3.30468082,0.349978238,11.2095776,24.3775177,0.39997527,-17.3543053,-19.5406475,0.399972111,23.9558868,-34.8039246,0.399968743,-11.3183308,14.3746691,0.399965167,5.60097504,11.3841038,0.47496146
321,-16.5296364,-8.19214506e-07,0.299983621,39.0646935,-6.33196115,0.399981052,-14.5640545,-3.31584644,0.349978238,11.2501345,24.4775944,0.39997527,-17.4309444,-19.620348,0.399972111,24.051712,-34.9571724,0.399968743,-11.3776178,14.4391689,0.399965167,5.61345577,11.4370565,0.47496146
322,-16.5908566,-8.22248637e-07,0.299983621,39.211174,-6.35634804,0.399981052,-14.6236486,-3.32701206,0.349978238,11.2906914,24.5776711,0.39997527,-17.5075836,-19.7000484,0.399972111,24.1475372,-35.1104202,0.399968743,-11.4369049,14.5036688,0.399965167,5.62593651,11.4900093,0.47496146
323,-16.6520767,-8.25282768e-07,0.299983621,39.3576546,-6.38073492,0.399981052,-14.6832428,-3.33817768,0.349978238,11.3312483,24.6777477,0.39997527,-17.5842228,-19.7797489,0.399972111,24.2433624,-35.2636681,0.399968743,-11.496192,14.5681686,0.399965167,5.63841724,11.5429621,0.47496146
324,-16.7132969,-8.283169e-07,0.299983621,39.5041351,-6.4051218,0.399981052,-14.742837,-3.3493433,0.349978238,11.3718052,24.7778244,0.39997527,-17.660862,-19.8594494,0.399972111,24.3391876,-35.4169159,0.399968743,-11.555479,14.6326685,0.399965167,5.65089798,11.5959148,0.47496146
325,-16.7745171,-8.31351031e-07,0.299983621,39.6506157,-6.42950869,0.399981052,-14.8024311,-3.36050892,0.349978238,11.4123621,24.8779011,0.39997527,-17.7375011,-19.9391499,0.399972111,24.4350128,-35.5701637,0.399968743,-11.6147661,14.6971684,0.399965167,5.66337872,11.6488676,0.47496146
326,-16.8357372,-8.34385162e-07,0.299983621,39.7970963,-6.45389557,0.399981052,-14.8620253,-3.37167454,0.349978238,11.452919,24.9779778,0.39997527,-17.8141403,-20.0188503,0.399972111,24.530838,-35.7234116,0.399968743,-11.6740532,14.7616682,0.399965167,5.67585945,11.7018204,0.47496146
327,-16.8969574,-8.37419293e-07,0.299983621,39.9435768,-6.47828245,0.399981052,-14.9216194,-3.38284016,0.349978238,11.4934759,25.0780544,0.39997527,-17.8907795,-20.0985508,0.399972111,24.6266632,-35.8766594,0.399968743,-11.7333403,14.8261681,0.399965167,5.68834019,11.7547731,0.47496146
328,-16.9581776,-8.40453424e-07,0.299983621,40.0900574,-6.50266933,0.399981052,-14.9812136,-3.39400578,0.349978238,11.5340328,25.1781311,0.39997527,-17.9674187,-20.1782513,0.399972111,24.7224884,-36.0299072,0.399968743,-11.7926273,14.8906679,0.399965167,5.70082092,11.8077259,0.47496146
329,-17.0193977,-8.43487555e-07,0.299983621,40.2365379,-6.52705622,0.399981052,-15.0408077,-3.40517139,0.349978238,11.5745897,25.2782078,0.39997527,-18.0440578,-20.2579517,0.399972111,24.8183136,-36.1831551,0.399968743,-11.8519144,14.9551678,0.399965167,5.71330166,11.8606787,0.47496146
330,-17.0806179,-8.46521687e-07,0.299983621,40.3830185,-6.5514431,0.399981052,-15.1004019,-3.41633701,0.349978238,11.6151466,25.3782845,0.39997527,-18.120697,-20.3376522,0.399972111,24.9141388,-36.3364029,0.399968743,-11.9112015,15.0196676,0.399965167,5.72578239,11.9136314,0.47496146
331,-17.1418381,-8.49555818e-07,0.299983621,40.5294991,-6.57582998,0.399981052,-15.159996,-3.42750263,0.349978238,11.6557035,25.4783611,0.39997527,-18.1973362,-20.4173527,0.399972111,25.009964,-36.4896507,0.399968743,-11.9704885,15.0841675,0.399965167,5.73826313,11.9665842,0.47496146
332,-17.2030582,-8.52589949e-07,0.299983621,40.6759796,-6.60021687,0.399981052,-15.2195902,-3.43866825,0.349978238,11.6962605,25.5784378,0.39997527,-18.2739754,-20.4970531,0.399972111,25.1057892,-36.6428986,0.399968743,-12.0297756,15.1486673,0.399965167,5.75074387,12.019537,0.47496146
333,-17.2642784,-8.5562408e-07,0.299983621,40.8224602,-6.62460375,0.399981052,-15.2791843,-3.44983387,0.349978238,11.7368174,25.6785145,0.39997527,-18.3506145,-20.5767536,0.399972111,25.2016144,-36.7961464,0.399968743,-12.0890627,15.2131672,0.399965167,5.7632246,12.0724897,0.47496146
334,-17.3254986,-8.58658211e-07,0.299983621,40.9689407,-6.64899063,0.399981052,-15.3387785,-3.46099949,0.349978238,11.7773743,25.7785912,0.39997527,-18.4272537,-20.6564541,0.399972111,25.2974396,-36.9493942,0.399968743,-12.1483498,15.277667,0.399965167,5.77570534,12.1254425,0.47496146
335,-17.3867188,-8.61692342e-07,0.299983621,41.1154213,-6.67337751,0.399981052,-15.3983727,-3.47216511,0.349978238,11.8179312,25.8786678,0.39997527,-18.5038929,-20.7361546,0.399972111,25.3932648,-37.1026421,0.399968743,-12.2076368,15.3421669,0.399965167,5.78818607,12.1783953,0.47496146
336,-17.4479389,-8.64726474e-07,0.299983621,41.2619019,-6.6977644,0.399981052,-15.4579668,-3.48333073,0.349978238,11.8584881,25.9787445,0.39997527,-18.5805321,-20.815855,0.399972111,25.48909,-37.2558899,0.399968743,-12.2669239,15.4066668,0.399965167,5.80066681,12.231348,0.47496146
337,-17.5091591,-8.67760605e-07,0.299983621,41.4083824,-6.72215128,0.399981052,-15.517561,-3.49449635,0.349978238,11.899045,26.0788212,0.39997527,-18.6571712,-20.8955555,0.399972111,25.5849152,-37.4091377,0.399968743,-12.326211,15.4711666,0.399965167,5.81314754,12.2843008,0.47496146
338,-17.5703793,-8.70794736e-07,0.299983621,41.554863,-6.74653816,0.399981052,-15.5771551,-3.50566196,0.349978238,11.9396019,26.1788979,0.39997527,-18.7338104,-20.975256,0.399972111,25.6807404,-37.5623856,0.399968743,-12.385498,15.5356665,0.399965167,5.82562828,12.3372536,0.47496146
