step,b0_x,b0_y,b0_z,b1_x,b1_y,b1_z,b2_x,b2_y,b2_z,b3_x,b3_y,b3_z,b4_x,b4_y,b4_z,b5_x,b5_y,b5_z,b6_x,b6_y,b6_z,b7_x,b7_y,b7_z
28,0,0,1.81462467,0.503333151,-0.0150000397,3.5146246,0.620000005,-0.0300000794,5.21462488,1.12333322,0,6.91462517,1.24000001,-0.0150000397,8.61462498,1.7433331,-0.0300000794,10.3146248,1.86000001,0,12.0146255,2.36333323,-0.0150000397,13.7146254
29,0,0,1.73287463,0.509999812,-0.0200000405,3.43287468,0.620000005,-0.0400000811,5.13287497,1.12999988,0,6.83287525,1.24000001,-0.0200000405,8.53287506,1.74999976,-0.0400000811,10.2328749,1.86000001,0,11.9328756,2.36999989,-0.0200000405,13.6328754
30,0,0,1.64839959,0.516666472,-0.0250000414,3.34839964,0.620000005,-0.0500000827,5.04839993,1.13666654,0,6.74840021,1.24000001,-0.0250000414,8.4484005,1.75666642,-0.0500000827,10.1484003,1.86000001,0,11.8484011,2.37666655,-0.0250000414,13.5484009
31,0,0,1.56119955,0.523333132,-0.0300000422,3.26119971,0.620000005,-0.0600000843,4.96119976,1.1433332,0,6.66120005,1.24000001,-0.0300000422,8.36120033,1.76333308,-0.0600000843,10.0612001,1.86000001,0,11.7612009,2.38333321,-0.0300000422,13.4612007
32,0,0,1.4712745,0.529999793,-0.0350000411,3.17127466,0.620000005,-0.0700000823,4.87127495,1.14999986,0,6.57127523,1.24000001,-0.0350000411,8.27127552,1.76999974,-0.0700000823,9.97127533,1.86000001,0,11.6712761,2.38999987,-0.0350000411,13.3712759
33,0,0,1.37862444,0.536666453,-0.0400000401,3.07862473,0.620000005,-0.0800000802,4.77862501,1.15666652,0,6.4786253,1.24000001,-0.0400000401,8.17862511,1.7766664,-0.0800000802,9.87862492,1.86000001,0,11.5786257,2.39666653,-0.0400000401,13.2786255
34,0,0,1.2832495,0.543333113,-0.045000039,2.98324966,0.620000005,-0.0900000781,4.68324995,1.16333318,0,6.38325024,1.24000001,-0.045000039,8.08325005,1.78333306,-0.0900000781,9.78324986,1.86000001,0,11.4832506,2.40333319,-0.045000039,13.1832504
35,0,0,1.18514955,0.549999774,-0.050000038,2.88514972,0.620000005,-0.100000076,4.58514977,1.16999984,0,6.28515005,1.24000001,-0.050000038,7.98514986,1.78999972,-0.100000076,9.68515015,1.86000001,0,11.3851509,2.40999985,-0.050000038,13.0851507
36,0,0,1.0843246,0.556666434,-0.055000037,2.78432465,0.620000005,-0.110000074,4.48432493,1.1766665,0,6.18432522,1.24000001,-0.055000037,7.88432503,1.79666638,-0.110000074,9.58432484,1.86000001,0,11.2843256,2.41666651,-0.055000037,12.9843254
37,0,0,0.980774641,0.563333094,-0.0600000359,2.68077469,0.620000005,-0.120000072,4.38077497,1.18333316,0,6.08077526,1.24000001,-0.0600000359,7.78077507,1.80333304,-0.120000072,9.48077488,1.86000001,0,11.1807756,2.42333317,-0.0600000359,12.8807755
38,0,0,0.874499679,0.569999754,-0.0650000349,2.57449961,0.620000005,-0.13000007,4.27449989,1.18999982,0,5.97450018,1.24000001,-0.0650000349,7.67449999,1.8099997,-0.13000007,9.37450027,1.86000001,0,11.074501,2.42999983,-0.0650000349,12.7745008
39,0,0,0.765499711,0.576666415,-0.0700000376,2.46549964,0.620000005,-0.140000075,4.16549969,1.19666648,0,5.86549997,1.24000001,-0.0700000376,7.56549978,1.81666636,-0.140000075,9.26550007,1.86000001,0,10.9655008,2.43666649,-0.0700000376,12.6655006
40,0,0,0.653774738,0.583333075,-0.0750000402,2.35377455,0.620000005,-0.15000008,4.05377483,1.20333314,0,5.75377512,1.24000001,-0.0750000402,7.45377493,1.82333302,-0.15000008,9.15377522,1.86000001,0,10.853776,2.44333315,-0.0750000402,12.5537758
41,0,0,0.53932476,0.589999735,-0.0800000429,2.23932457,0.620000005,-0.160000086,3.93932486,1.2099998,0,5.63932514,1.24000001,-0.0800000429,7.33932495,1.82999969,-0.160000086,9.03932571,1.86000001,0,10.7393265,2.44999981,-0.0800000429,12.4393263
42,0,0,0.422149777,0.596666396,-0.0850000456,2.12214971,0.620000005,-0.170000091,3.82214999,1.21666646,0,5.52215004,1.24000001,-0.0850000456,7.22214985,1.83666635,-0.170000091,8.92215061,1.86000001,0,10.6221514,2.45666647,-0.0850000456,12.3221512
43,0,0,0.302249819,0.603333056,-0.0900000483,2.00224972,0.620000005,-0.180000097,3.70225,1.22333312,0,5.40225029,1.24000001,-0.0900000483,7.1022501,1.84333301,-0.180000097,8.80225086,1.86000001,0,10.5022516,2.46333313,-0.0900000483,12.2022514
44,0,0,0.179624856,0.609999716,-0.095000051,1.87962472,0.620000005,-0.190000102,3.57962513,1.22999978,0,5.27962542,1.24000001,-0.095000051,6.97962523,1.84999967,-0.190000102,8.67962551,1.86000001,0,10.3796263,2.46999979,-0.095000051,12.0796261
45,0,0,0.203520805,0.616666377,-0.100000054,1.75427473,0.620000005,-0.200000107,3.45427513,1.23666644,0,5.15427542,1.24000001,-0.100000054,6.85427523,1.85666633,-0.200000107,8.55427551,1.86000001,0,10.2542763,2.47666645,-0.100000054,11.9542761
46,0,0,0.224691749,0.623333037,-0.105000056,1.62619972,0.620000005,-0.210000113,3.32620025,1.2433331,0,5.02620029,1.24000001,-0.105000056,6.7262001,1.86333299,-0.210000113,8.42620087,1.86000001,0,10.1262016,2.48333311,-0.105000056,11.8262014
47,0,0,0.243137687,0.629999697,-0.110000059,1.49539971,0.620000005,-0.220000118,3.19540024,1.24999976,0,4.89540052,1.24000001,-0.110000059,6.59540033,1.86999965,-0.220000118,8.29540062,1.86000001,0,9.99540138,2.48999977,-0.110000059,11.6954012
48,0,0,0.258858621,0.636666358,-0.115000062,1.3618747,0.620000005,-0.230000123,3.06187534,1.25666642,0,4.76187563,1.24000001,-0.115000062,6.46187544,1.87666631,-0.230000123,8.16187572,1.86000001,0,9.86187649,2.49666643,-0.115000062,11.5618763
49,0,0,0.27185455,0.643333018,-0.120000064,1.22562468,0.620000005,-0.240000129,2.92562532,1.26333308,0,4.62562561,1.24000001,-0.120000064,6.32562542,1.88333297,-0.240000129,8.02562618,1.86000001,0,9.72562695,2.50333309,-0.120000064,11.4256268
50,0,0,0.282125503,0.649999678,-0.12500006,1.08664978,0.620000005,-0.250000119,2.78665042,1.26999974,0,4.48665047,1.24000001,-0.12500006,6.18665028,1.88999963,-0.250000119,7.88665104,1.86000001,0,9.5866518,2.50999975,-0.12500006,11.2866516
51,0,0,0.289671451,0.656666338,-0.130000055,0.944949806,0.620000005,-0.26000011,2.64495039,1.2766664,0,4.34495068,1.24000001,-0.130000055,6.04495049,1.89666629,-0.26000011,7.74495125,1.86000001,0,9.44495201,2.51666641,-0.130000055,11.1449518
52,-0.0612207614,-3.03412118e-09,0.291588098,0.716147482,-0.13500005,0.915844619,0.620000005,-0.2700001,2.50052547,1.28333306,0,4.20052576,1.24000001,-0.13500005,5.90052557,1.90333295,-0.2700001,7.60052633,1.86000001,0,9.30052662,2.52333307,-0.13500005,11.0005264
53,-0.122441523,-6.06824235e-09,0.293267488,0.775628626,-0.140000045,0.884014428,0.620000005,-0.280000091,2.35337543,1.28999972,0,4.05337572,1.24000001,-0.140000045,5.75337553,1.90999961,-0.280000091,7.45337629,1.86000001,0,9.15337658,2.52999973,-0.140000045,10.8533764
54,-0.18366228,-9.10236331e-09,0.294611126,0.83510977,-0.145000041,0.849459231,0.620000005,-0.290000081,2.20350051,1.29666638,0,3.9035008,1.24000001,-0.145000041,5.60350037,1.91666627,-0.290000081,7.30350113,1.86000001,0,9.00350189,2.53666639,-0.145000041,10.7035017
55,-0.244883046,-1.21364847e-08,0.295685947,0.894590914,-0.150000036,0.812179029,0.620000005,-0.300000072,2.05090046,1.30333304,0,3.75090075,1.24000001,-0.150000036,5.45090055,1.92333293,-0.300000072,7.15090132,1.86000001,0,8.8509016,2.54333305,-0.150000036,10.5509014
56,-0.306103796,-1.51706061e-08,0.296545744,0.954072058,-0.155000031,0.772173822,0.620000005,-0.310000062,1.89557552,1.3099997,0,3.59557581,1.24000001,-0.155000031,5.29557562,1.92999959,-0.310000062,6.99557638,1.86000001,0,8.69557667,2.54999971,-0.155000031,10.3955765
57,-0.367324561,-1.82047266e-08,0.297233522,1.01355314,-0.160000026,0.729443669,0.620000005,-0.320000052,1.73752558,1.31666636,0,3.43752575,1.24000001,-0.160000026,5.13752556,1.93666625,-0.320000052,6.83752632,1.86000001,0,8.53752708,2.55666637,-0.160000026,10.2375269
58,-0.428545326,-2.12388471e-08,0.297783703,1.08476901,-0.167911723,0.652656317,0.609772503,-0.327462345,1.60405827,1.32333302,0,3.2767508,1.24000001,-0.165000021,4.97675085,1.94333291,-0.330000043,6.67675161,1.86000001,0,8.3767519,2.56333303,-0.165000021,10.0767517
59,-0.489766091,-2.42729676e-08,0.298223823,1.15598488,-0.17582342,0.573143959,0.599545002,-0.334924638,1.46786594,1.32999969,0,3.11325097,1.24000001,-0.170000017,4.81325102,1.94999957,-0.340000033,6.51325178,1.86000001,0,8.21325207,2.56999969,-0.170000017,9.91325188
60,-0.550986826,-2.73070881e-08,0.298575908,1.22720075,-0.183735117,0.511251152,0.589317501,-0.342386931,1.32894874,1.33666635,0,2.94702601,1.24000001,-0.175000012,4.64702606,1.95666623,-0.350000024,6.34702682,1.86000001,0,8.04702759,2.57666636,-0.175000012,9.7470274
61,-0.612207592,-3.03412087e-08,0.29885754,1.29841661,-0.191646814,0.446633339,0.579089999,-0.349849224,1.18730652,1.34333301,0,2.77807617,1.24000001,-0.180000007,4.47807598,1.96333289,-0.360000014,6.17807674,1.86000001,0,7.87807751,2.58333302,-0.180000007,9.57807732
62,-0.673428357,-3.33753292e-08,0.299082845,1.36963248,-0.199558511,0.415951222,0.568862498,-0.357311517,1.04293931,1.34999967,0,2.60640121,1.24000001,-0.185000002,4.30640125,1.96999955,-0.370000005,6.00640202,1.86000001,0,7.70640278,2.58999968,-0.185000002,9.40640259
63,-0.734649122,-3.64094497e-08,0.29926306,1.47968256,-0.203052327,0.367860794,0.524788916,-0.36862424,0.973435342,1.35666633,0,2.43200135,1.24000001,-0.189999998,4.1320014,1.97666621,-0.379999995,5.83200216,1.86000001,0,7.53200293,2.59666634,-0.189999998,9.23200226
64,-0.795869887,-3.94435702e-08,0.299407214,1.59658515,-0.204171807,0.374378771,0.474742979,-0.382006317,0.915915668,1.36333299,0,2.25487638,1.24000001,-0.194999993,3.95487642,1.98333287,-0.389999986,5.65487719,1.86000001,0,7.35487795,2.603333,-0.194999993,9.05487728
65,-0.857090652,-4.24776907e-08,0.299522519,1.71348774,-0.205291286,0.379630804,0.424697042,-0.395388395,0.855670989,1.36999965,0,2.07502651,1.24000001,-0.199999988,3.77502656,1.98999953,-0.399999976,5.47502708,1.86000001,0,7.17502785,2.60999966,-0.199999988,8.87502766
66,-0.918311417,-4.55118112e-08,0.299614787,1.83039033,-0.206410766,0.383785397,0.374651104,-0.408770472,0.792701304,1.37666631,0,1.89245164,1.24000001,-0.204999983,3.59245157,1.99666619,-0.409999967,5.29245234,1.86000001,0,6.9924531,2.61666632,-0.204999983,8.69245243
67,-0.979532182,-4.85459317e-08,0.299688578,1.94729292,-0.207530245,0.387078792,0.324605167,-0.422152549,0.727006614,1.38333297,0,1.70715177,1.24000001,-0.209999979,3.4071517,2.00333285,-0.419999957,5.10715246,1.86000001,0,6.80715322,2.62333298,-0.209999979,8.50715256
68,-1.04075289,-5.15800522e-08,0.299747616,2.06419563,-0.208649725,0.389694124,0.27455923,-0.435534626,0.658586919,1.38999963,0,1.51912689,1.24000001,-0.214999974,3.2191267,2.00999951,-0.429999948,4.91912746,1.86000001,0,6.61912823,2.62999964,-0.214999974,8.31912804
69,-1.10197365,-5.46141727e-08,0.299794823,2.18109822,-0.209769204,0.391773969,0.224513277,-0.448916703,0.632349253,1.39666629,0,1.32837701,1.24000001,-0.219999969,3.02837682,2.01666617,-0.439999938,4.72837734,1.86000001,0,6.42837811,2.6366663,-0.219999969,8.12837791
70,-1.16319442,-5.76482933e-08,0.299832612,2.29800081,-0.210888684,0.393429875,0.174467325,-0.462298781,0.603386581,1.40333295,0,1.13490212,1.24000001,-0.224999964,2.83490181,2.02333283,-0.449999928,4.53490257,1.86000001,0,6.23490334,2.64333296,-0.224999964,7.93490314
71,-1.22441518,-6.06824173e-08,0.299862832,2.44448185,-0.235275388,0.394641012,0.124421373,-0.475680858,0.603811979,1.38733101,0.0178318024,0.998960614,1.24000001,-0.229999959,2.63870192,2.02999949,-0.459999919,4.33870268,1.86000001,0,6.03870344,2.64999962,-0.229999959,7.73870325
72,-1.28563595,-6.37165414e-08,0.299887002,2.59096289,-0.259662092,0.39571479,0.0743754208,-0.489062935,0.601550519,1.37132907,0.0356636047,0.860294163,1.24000001,-0.234999955,2.4397769,2.03666615,-0.469999909,4.13977766,1.86000001,0,5.83977842,2.65666628,-0.234999955,7.53977823
73,-1.34685671,-6.67506654e-08,0.299906343,2.73744392,-0.284048796,0.396571904,0.0243294705,-0.502445042,0.596596777,1.35532713,0.0534954071,0.718902707,1.24000001,-0.23999995,2.23812699,2.04333282,-0.4799999,3.93812776,1.86000001,0,5.63812876,2.66333294,-0.23999995,7.33812857
74,-1.40807748,-6.97847895e-08,0.299921811,2.88392496,-0.3084355,0.397256255,-0.0257164799,-0.515827119,0.589032948,1.33932519,0.0713272095,0.738859951,1.24000001,-0.244999945,2.0337522,2.04999948,-0.48999989,3.73375297,1.86000001,0,5.43375397,2.6699996,-0.244999945,7.13375378
75,-1.46929824,-7.28189136e-08,0.299934179,3.030406,-0.332822204,0.39780286,-0.0757624283,-0.529209197,0.57892257,1.32332325,0.0891590118,0.756092191,1.24000001,-0.24999994,1.82665229,2.05666614,-0.499999881,3.52665305,1.86000001,0,5.22665405,2.67666626,-0.24999994,6.92665386
76,-1.53051901,-7.58530376e-08,0.299944073,3.17688704,-0.357208908,0.398239583,-0.125808373,-0.542591274,0.566313624,1.34466231,0.134079024,0.77126056,1.20690727,-0.279006332,1.64716244,2.0633328,-0.509999871,3.31682825,1.86000001,0,5.01682901,2.68333292,-0.254999936,6.71682882
77,-1.59173977,-7.88871617e-08,0.299952,3.32336807,-0.381595612,0.398588598,-0.175854325,-0.555973351,0.551241577,1.37078321,0.183317363,0.78021431,1.16957664,-0.311839759,1.46963632,2.06999946,-0.519999862,3.10427833,1.86000001,0,4.80427933,2.68999958,-0.259999931,6.50427914
78,-1.65296054,-8.19212858e-08,0.299958348,3.46984911,-0.405982316,0.398867577,-0.225900277,-0.569355428,0.533732295,1.40220964,0.238803416,0.781561017,1.12754416,-0.3502101,1.29598606,2.07666612,-0.529999852,2.88900352,1.86000001,0,4.58900452,2.69666624,-0.264999926,6.28900433
79,-1.7141813,-8.49554098e-08,0.299963415,3.61633015,-0.43036902,0.399090588,-0.27594623,-0.582737505,0.513804734,1.43785918,0.301381588,0.774705887,1.08176899,-0.394865692,1.12681437,2.08333278,-0.539999843,2.67100358,1.86000001,0,4.37100458,2.7033329,-0.269999921,6.07100439
80,-1.77540207,-8.79895339e-08,0.299967468,3.76281118,-0.454755723,0.399268895,-0.325992167,-0.596119583,0.491152167,1.47600365,0.370997161,0.762210071,1.03378272,-0.445758045,0.96161592,2.08999944,-0.549999833,2.45027876,1.86000001,0,4.15027952,2.70999956,-0.274999917,5.85027933
81,-1.83662283,-9.10236579e-08,0.299970716,3.90929222,-0.479142427,0.39941147,-0.376038104,-0.60950166,0.465774596,1.5165509,0.459050447,0.745739937,0.983667076,-0.512990475,0.809022605,2.0966661,-0.559999824,2.22682881,1.86000001,0,3.92682958,2.71666622,-0.279999912,5.62682962
82,-1.8978436,-9.4057782e-08,0.299973309,4.05577326,-0.503529131,0.399525493,-0.426084042,-0.622883737,0.438850373,1.55710745,0.559127927,0.728366852,0.933543205,-0.590879142,0.663033128,2.10333276,-0.569999814,2.00065398,1.86000001,0,3.70065475,2.72333288,-0.284999907,5.40065479
83,-1.95906436,-9.70919061e-08,0.299975395,4.2022543,-0.527915835,0.399616688,-0.476129979,-0.636265814,0.437859863,1.597664,0.659205437,0.708268762,0.883419335,-0.66876781,0.677353144,2.10999942,-0.579999804,1.77175415,1.86000001,0,3.47175479,2.72999954,-0.289999902,5.17175484
84,-2.02028513,-1.0012603e-07,0.299977034,4.34873533,-0.552302539,0.399689615,-0.526175916,-0.649647892,0.434412479,1.63822055,0.759282947,0.685445666,0.79934001,-0.746741533,0.675737143,2.14696717,-0.589923918,1.61744082,1.86000001,0,3.24012995,2.7366662,-0.294999897,4.94012976
85,-2.08150578,-1.03160154e-07,0.299978346,4.49521637,-0.576689243,0.399747938,-0.576221883,-0.663029969,0.430259258,1.6787771,0.859360456,0.659897566,0.715260684,-0.824715257,0.678440034,2.18393493,-0.599848032,1.46040249,1.86000001,0,3.00577998,2.74333286,-0.299999893,4.70578003
86,-2.14272642,-1.06194278e-07,0.299979419,4.64169741,-0.601075947,0.399794579,-0.62626785,-0.676412046,0.424488127,1.71933365,0.959437966,0.63162446,0.631181359,-0.90268898,0.678417921,2.22090268,-0.609772146,1.30063915,1.86000001,0,2.76870513,2.74999952,-0.304999888,4.46870518
87,-2.20394707,-1.09228402e-07,0.299980253,4.78817844,-0.625462651,0.399831891,-0.676313818,-0.689794123,0.417126536,1.7598902,1.05951548,0.600626349,0.547102034,-0.980662704,0.675670862,2.25787044,-0.619696259,1.13815093,1.86000001,0,2.52890515,2.75666618,-0.309999883,4.2289052
88,-2.26516771,-1.12262526e-07,0.299980938,4.93465948,-0.649849355,0.399861723,-0.726359785,-0.7031762,0.4081783,1.80044675,1.15959299,0.566903234,0.463022709,-1.05863643,0.670198798,2.29483819,-0.629620373,0.972937644,1.86000001,0,2.28638029,2.76333284,-0.314999878,3.98638034
89,-2.32638836,-1.1529665e-07,0.299981475,5.08114052,-0.674236059,0.399885595,-0.776405752,-0.716558278,0.397020251,1.8410033,1.2596705,0.530455112,0.378943384,-1.13661015,0.662001729,2.33180594,-0.639544487,0.804999352,1.86000001,0,2.04113054,2.7699995,-0.319999874,3.74113059
90,-2.387609,-1.18330775e-07,0.299981922,5.22762156,-0.698622763,0.399904698,-0.826451719,-0.729940355,0.38495177,1.88155985,1.35974801,0.519180119,0.294864058,-1.21458387,0.651079655,2.3687737,-0.649468601,0.634336054,1.86000001,0,1.79315567,2.77666616,-0.324999869,3.49315572
91,-2.44882965,-1.21364891e-07,0.29998225,5.37410259,-0.723009467,0.399919987,-0.876497686,-0.743322432,0.371189564,1.9221164,1.45982552,0.520283818,0.210784748,-1.2925576,0.637432575,2.40574145,-0.659392715,0.570579767,1.86000001,0,1.54245579,2.78333282,-0.329999864,3.24245596
92,-2.5100503,-1.24399008e-07,0.299982518,5.52058363,-0.747396171,0.399932206,-0.926543653,-0.756704509,0.355695546,1.96267295,1.55990303,0.519571126,0.126705438,-1.37053132,0.621060491,2.44270921,-0.669316828,0.504098475,1.86000001,0,1.28903091,2.78999949,-0.334999859,2.98903108
93,-2.57127094,-1.27433125e-07,0.299982756,5.66706467,-0.771782875,0.399941981,-0.97658962,-0.770086586,0.338015795,2.00322938,1.65998054,0.517127097,0.0426261202,-1.44850504,0.601963401,2.47967696,-0.679240942,0.434892207,1.86000001,0,1.03288102,2.79666615,-0.339999855,2.73288131
94,-2.63249159,-1.30467242e-07,0.299982935,5.8135457,-0.796169579,0.399949789,-1.03618371,-0.781252146,0.341784567,2.04378581,1.76005805,0.513041914,-0.0340123847,-1.52820611,0.612131834,2.5170424,-0.690601528,0.386054039,1.85964274,0.00128978537,0.774397373,2.80333281,-0.34499985,2.47400641
95,-2.69371223,-1.33501359e-07,0.299983084,5.96002674,-0.820556283,0.399956048,-1.09577775,-0.792417705,0.343830436,2.08434224,1.86013556,0.507360816,-0.11065089,-1.60790718,0.620647788,2.55853224,-0.715662181,0.410470814,1.85558236,0.0148806982,0.517064214,2.80999947,-0.349999845,2.21240664
