step,b0_x,b0_y,b0_z,b1_x,b1_y,b1_z,b2_x,b2_y,b2_z,b3_x,b3_y,b3_z,b4_x,b4_y,b4_z,b5_x,b5_y,b5_z,b6_x,b6_y,b6_z,b7_x,b7_y,b7_z,b8_x,b8_y,b8_z,b9_x,b9_y,b9_z,b10_x,b10_y,b10_z,b11_x,b11_y,b11_z
225,2.98052478,-1.41608644,-61.3793678,3.26307893,-1.26631141,-61.3270149,3.60503459,-1.1417464,-61.3917046,3.73164558,-1.2313807,-61.7729568,3.72557211,-1.07824099,-62.3739357,3.65801239,-0.831483841,-62.9570732,3.66835427,-0.686841309,-63.5686607,3.94475079,-0.650317907,-63.6586533,4.22200155,-0.729627252,-63.6449776,4.12091923,-0.991543233,-64.002121,3.83278513,-0.775461555,-64.178894,3.81953382,-0.716498613,-63.7673416
226,2.9962194,-1.42106986,-62.0048523,3.27671885,-1.27073109,-61.9496765,3.61659336,-1.14518821,-62.0132713,3.74333191,-1.23967707,-62.39431,3.7344408,-1.08466005,-62.9953194,3.66756725,-0.836641669,-63.5779114,3.6753912,-0.690515101,-64.1895142,3.95098662,-0.653511226,-64.2777786,4.22420311,-0.730129004,-64.2654419,4.1204896,-0.996582329,-64.6192017,3.83155298,-0.780282736,-64.7907486,3.82456779,-0.721926808,-64.378746
227,3.01191854,-1.42604136,-62.6330528,3.29033971,-1.275141,-62.5750618,3.62811971,-1.1486299,-62.6375732,3.75503492,-1.24795592,-63.0184059,3.74331713,-1.09108889,-63.6194382,3.67713857,-0.841807485,-64.2014694,3.68242431,-0.694212139,-64.8130798,3.95719099,-0.656716883,-64.8996277,4.2263341,-0.730603576,-64.8886414,4.1200819,-1.00156868,-65.2389984,3.8303628,-0.785135448,-65.4052887,3.82962751,-0.727376401,-64.9929123
228,3.02762175,-1.43100083,-63.2639656,3.30394173,-1.27954113,-63.2031746,3.63961387,-1.15207219,-63.2646103,3.76675391,-1.25621641,-63.6452446,3.75220132,-1.0975275,-64.2462921,3.68672609,-0.846981347,-64.8277435,3.68945384,-0.697932601,-65.4393616,3.96336365,-0.659935057,-65.5242004,4.22839499,-0.731051922,-65.5145645,4.11969614,-1.00650156,-65.8615189,3.82921529,-0.790019512,-66.022522,3.83471203,-0.732847095,-65.6098328
229,3.043329,-1.43594825,-63.8975945,3.31752467,-1.28393161,-63.8340149,3.65107584,-1.15551543,-63.8943825,3.77848816,-1.2644577,-64.274826,3.76109385,-1.10397589,-64.875885,3.69633031,-0.852163315,-65.4567337,3.69648027,-0.701676905,-66.0683517,3.96950436,-0.663166404,-66.1514893,4.23038483,-0.731475115,-66.143219,4.11933231,-1.01138067,-66.4867554,3.82811236,-0.79493463,-66.6424484,3.83982038,-0.738338113,-66.2295074
230,3.05904031,-1.44088352,-64.5339355,3.33108878,-1.28831244,-64.4675827,3.66250587,-1.15896046,-64.526886,3.79023719,-1.27267897,-64.9071503,3.76999497,-1.11043417,-65.5082092,3.70595098,-0.857353508,-66.0884476,3.70350313,-0.705445349,-66.700058,3.97561288,-0.666411221,-66.7815018,4.23230362,-0.731874049,-66.7745895,4.1189909,-1.01620519,-67.1147156,3.82705522,-0.799880624,-67.2650681,3.84495163,-0.74384892,-66.8519363
231,3.07475567,-1.44580662,-65.1729965,3.34463406,-1.29268372,-65.1038742,3.67390394,-1.16240799,-65.1621246,3.80200052,-1.2808795,-65.5422211,3.77890515,-1.11690223,-66.1432648,3.71558785,-0.862551808,-66.7228775,3.71052313,-0.709237814,-67.3344803,3.98168945,-0.669669807,-67.414238,4.23415089,-0.732250094,-67.4086914,4.11867189,-1.02097487,-67.7453995,3.82604504,-0.804857254,-67.8903809,3.85010505,-0.74937892,-67.4771194
232,3.09047461,-1.45071745,-65.8147659,3.3581605,-1.29704547,-65.742897,3.68527007,-1.16585827,-65.8001022,3.81377721,-1.28905833,-66.1800385,3.78782463,-1.12337995,-66.7810516,3.72524118,-0.867758453,-67.3600235,3.71754026,-0.713054717,-67.9716187,3.9877336,-0.672942638,-68.0496979,4.23592615,-0.732604444,-68.0455093,4.11837578,-1.02568936,-68.3787994,3.82508326,-0.809864223,-68.5183868,3.85527945,-0.754927456,-68.1050568
233,3.10619736,-1.455616,-66.4592514,3.37166786,-1.3013978,-66.3846436,3.69660473,-1.1693126,-66.4408112,3.82556701,-1.29721487,-66.8206024,3.79675388,-1.12986743,-67.4215775,3.73491049,-0.872972965,-67.9998856,3.72455502,-0.71689564,-68.6114731,3.99374533,-0.676229775,-68.6878815,4.23762894,-0.732938409,-68.685051,4.11810207,-1.0303483,-69.0149307,3.82417083,-0.814901292,-69.149086,3.86047411,-0.760493875,-68.7357483
234,3.12192345,-1.46050215,-67.1064529,3.38515663,-1.30574071,-67.0291138,3.70790768,-1.17277098,-67.084259,3.83736873,-1.30534804,-67.463913,3.80569291,-1.13636446,-68.0648346,3.74459624,-0.878195941,-68.6424637,3.73156738,-0.720761657,-69.2540436,3.99972415,-0.679532051,-69.3287888,4.23925877,-0.733252943,-69.3273163,4.11785126,-1.03495121,-69.6537857,3.82330966,-0.819968045,-69.7824783,3.86568832,-0.766077399,-69.369194
235,3.13765311,-1.4653759,-67.7563705,3.39862657,-1.31007433,-67.6763153,3.71917892,-1.17623401,-67.7304459,3.84918189,-1.31345701,-68.1099625,3.81464219,-1.14287102,-68.7108307,3.75429845,-0.883427322,-69.2877579,3.7385776,-0.724652886,-69.8993225,4.00567007,-0.682849824,-69.9724197,4.24081564,-0.733549237,-69.9722977,4.11762285,-1.03949785,-70.2953644,3.82250071,-0.825064123,-70.4185638,3.87092113,-0.771677256,-70.005394
236,3.15338612,-1.47023714,-68.4089966,3.41207767,-1.31439865,-68.3262405,3.73041868,-1.1797024,-68.379364,3.86100602,-1.32154095,-68.7587662,3.82360196,-1.149387,-69.3595581,3.76401711,-0.888667107,-69.9357681,3.74558592,-0.728569388,-70.5473175,4.01158285,-0.686183274,-70.6187744,4.24229956,-0.733828723,-70.6200027,4.11741686,-1.04398811,-70.9396667,3.8217454,-0.830189168,-71.0573425,3.87617159,-0.777292728,-70.6443481
237,3.16912222,-1.47508585,-69.0643387,3.42551017,-1.31871378,-68.9788971,3.74162722,-1.18317688,-69.0310211,3.87284017,-1.3295995,-69.4103165,3.83257294,-1.15591264,-70.0110168,3.77375221,-0.893915176,-70.5865021,3.75259256,-0.732511103,-71.1980209,4.01746225,-0.689532697,-71.2678528,4.24371004,-0.734092593,-71.2704239,4.1172328,-1.04842174,-71.5867004,3.82104516,-0.835342765,-71.698822,3.88143921,-0.782922983,-71.2860565
238,3.18486142,-1.47992194,-69.7223969,3.43892407,-1.32301974,-69.6342773,3.75280476,-1.18665802,-69.6854095,3.88468361,-1.3376317,-70.0646133,3.84155536,-1.16244769,-70.6652069,3.78350353,-0.89917165,-71.2399521,3.75959754,-0.736478269,-71.8514404,4.02330828,-0.692898571,-71.9196548,4.24504614,-0.734342337,-71.9235611,4.11707115,-1.05279863,-72.2364655,3.82040143,-0.840524435,-72.3429947,3.88672304,-0.788567126,-71.9305115
239,3.20060372,-1.48474538,-70.3831635,3.45231915,-1.32731652,-70.2923889,3.7639513,-1.19014633,-70.3425369,3.89653587,-1.34563673,-70.7216568,3.85054946,-1.16899192,-71.3221359,3.79327106,-0.904436707,-71.8961182,3.76660132,-0.740471542,-72.507576,4.02912092,-0.696281433,-72.5741806,4.24630833,-0.734579086,-72.5794144,4.11693096,-1.05711854,-72.8889618,3.81981564,-0.845733643,-72.9898605,3.89202237,-0.794224203,-72.5777206
240,3.21634889,-1.48955607,-71.0466461,3.46569562,-1.33160424,-70.9532242,3.77506685,-1.19364214,-71.0023956,3.90839601,-1.35361385,-71.3814468,3.85955572,-1.17554545,-71.9817963,3.80305505,-0.909710288,-72.5550003,3.77360415,-0.744490683,-73.16642,4.03489971,-0.699681342,-73.2314301,4.2474966,-0.734804332,-73.2379837,4.11681223,-1.06138122,-73.5441895,3.81928873,-0.850970149,-73.6394196,3.89733672,-0.799893796,-73.227684
241,3.23209667,-1.49435389,-71.7128372,3.4790535,-1.33588278,-71.6167831,3.78615189,-1.1971463,-71.6649933,3.92026353,-1.36156237,-72.0439911,3.86857438,-1.18210816,-72.6441879,3.81285524,-0.914992452,-73.2165985,3.78060603,-0.74853605,-73.82798,4.04064465,-0.703098893,-73.8913956,4.2486105,-0.735019565,-73.8992691,4.116714,-1.06558692,-74.2021484,3.81882238,-0.85623312,-74.2916794,3.90266538,-0.805574596,-73.880394
242,3.24784708,-1.49913895,-72.3817444,3.49239278,-1.34015226,-72.2830734,3.7972064,-1.20065928,-72.3303299,3.93213749,-1.36948144,-72.7092819,3.87760592,-1.18867993,-73.3093109,3.82267165,-0.920283198,-73.8809128,3.78760743,-0.752608001,-74.4922485,4.04635525,-0.706534564,-74.5540924,4.24964952,-0.735226035,-74.5632629,4.11663628,-1.06973541,-74.8628387,3.81841803,-0.861522019,-74.94664,3.90800762,-0.811265767,-74.5358582
243,3.26360011,-1.50391114,-73.0533676,3.5057137,-1.34441292,-72.9520874,3.80823088,-1.20418179,-72.9983978,3.94401717,-1.37737083,-73.377327,3.88665056,-1.19526088,-73.9771652,3.83250403,-0.92558229,-74.5479431,3.79460835,-0.756705999,-75.1592331,4.05203152,-0.709988236,-75.2195053,4.25061417,-0.735425472,-75.2299728,4.11657858,-1.07382691,-75.5262604,3.81807685,-0.866836369,-75.6042938,3.91336274,-0.816966414,-75.1940689
244,3.27935553,-1.50867033,-73.7276993,3.51901627,-1.34866464,-73.6238327,3.81922507,-1.20771444,-73.6692047,3.95590186,-1.38522959,-74.0481186,3.8957088,-1.20185053,-74.6477509,3.84235263,-0.930889964,-75.2176895,3.80160952,-0.76083076,-75.8289261,4.05767345,-0.713460743,-75.8876495,4.25150347,-0.735619247,-75.8993912,4.11653996,-1.07786143,-76.192421,3.81780028,-0.872175455,-76.2646484,3.9187305,-0.822675407,-75.8550262
245,3.29511309,-1.51341641,-74.404747,3.53230047,-1.35290754,-74.2983017,3.83018923,-1.2112577,-74.3427429,3.96779084,-1.39305699,-74.7216644,3.90478063,-1.20844889,-75.3210754,3.85221767,-0.936206341,-75.8901596,3.80861068,-0.764982641,-76.5013351,4.06328058,-0.716952324,-76.5585098,4.25231791,-0.735808671,-76.5715179,4.1165204,-1.08183885,-76.8613129,3.81758976,-0.877538681,-76.9277039,3.92411017,-0.828391969,-76.5187302
246,3.31087279,-1.5181495,-75.0845032,3.54556632,-1.35714149,-74.975502,3.84112406,-1.21481228,-75.0190201,3.9796834,-1.40085268,-75.3979568,3.91386676,-1.21505606,-75.9971313,3.86209846,-0.941531122,-76.5653458,3.81561232,-0.769161165,-77.1764526,4.0688529,-0.720463216,-77.2320938,4.25305748,-0.735995591,-77.2463531,4.11651897,-1.08575964,-77.5329437,3.81744671,-0.882925332,-77.5934525,3.92950106,-0.834114909,-77.1851807
247,3.32663465,-1.52286947,-75.7669754,3.55881381,-1.36136675,-75.655426,3.85202932,-1.21837866,-75.6980362,3.99157858,-1.40861595,-76.0770035,3.92296767,-1.22167194,-76.6759186,3.87199521,-0.946864307,-77.243248,3.82261443,-0.773366451,-77.8542786,4.07439041,-0.723993599,-77.9084015,4.25372171,-0.736181676,-77.9238968,4.11653471,-1.08962381,-78.2073135,3.81737208,-0.888334751,-78.2619095,3.93490314,-0.839843452,-77.8543777
248,3.34239817,-1.52757621,-76.4521561,3.57204318,-1.36558318,-76.3380737,3.8629055,-1.22195733,-76.3797836,4.00347567,-1.41634619,-76.7588043,3.93208361,-1.2282964,-77.3574371,3.8819077,-0.952206016,-77.9238586,3.8296175,-0.777598619,-78.5348206,4.07989311,-0.72754389,-78.5874329,4.25431061,-0.736368477,-78.6041489,4.11656713,-1.09343159,-78.8844223,3.81736755,-0.893766105,-78.9330673,3.94031572,-0.845576346,-78.5263214
249,3.3581636,-1.53226972,-77.1400452,3.58525443,-1.36979091,-77.0234528,3.87375212,-1.22554862,-77.06427,4.01537418,-1.42404246,-77.4433594,3.9412148,-1.23492908,-78.041687,3.8918364,-0.957556486,-78.607193,3.83662176,-0.781858563,-79.218071,4.08536005,-0.731114745,-79.2691879,4.25482464,-0.736557305,-79.2871094,4.1166153,-1.09718311,-79.56427,3.81743431,-0.899218559,-79.606926,3.94573855,-0.851312578,-79.2010117
250,3.37393069,-1.53694999,-77.8306503,3.59844756,-1.37399006,-77.7115555,3.88457036,-1.22915363,-77.7514954,4.02727318,-1.43170488,-78.1306686,3.95036197,-1.24157035,-78.7286682,3.90178061,-0.962915063,-79.2932434,3.84362745,-0.78614527,-79.9040298,4.0907917,-0.734706044,-79.9536667,4.25526285,-0.736750245,-79.9727707,4.11667871,-1.10087883,-80.2468643,3.81757379,-0.904691398,-80.2834854,3.95117116,-0.857051134,-79.8784485
251,3.38969922,-1.54161692,-78.5239639,3.61162257,-1.3781805,-78.4023895,3.89535999,-1.23277259,-78.4414597,4.0391717,-1.43933249,-78.8207321,3.95952487,-1.24821949,-79.4183807,3.91174054,-0.968282163,-79.9820099,3.85063481,-0.790459692,-80.5926971,4.09618759,-0.738318503,-80.6408691,4.2556262,-0.736948609,-80.6611404,4.11675596,-1.10451877,-80.9321976,3.81778693,-0.910183668,-80.9627533,3.9566133,-0.862791121,-80.5586243
252,3.40546894,-1.54627049,-79.2199936,3.6247797,-1.38236237,-79.0959473,3.90612149,-1.23640621,-79.1341553,4.05106926,-1.44692504,-79.5135422,3.96870422,-1.25487685,-80.1108246,3.92171597,-0.973657489,-80.6734924,3.85764408,-0.794801176,-81.2840805,4.10154772,-0.741952002,-81.3307953,4.25591421,-0.737154365,-81.352211,4.11684656,-1.10810339,-81.6202698,3.81807518,-0.915694654,-81.644722,3.96206474,-0.868531406,-81.2415466
253,3.42124009,-1.55091059,-79.9187317,3.63791895,-1.38653564,-79.7922363,3.9168551,-1.24005497,-79.8295898,4.06296492,-1.45448184,-80.2091141,3.97790051,-1.26154208,-80.8059998,3.93170714,-0.979041159,-81.367691,3.86465549,-0.799170136,-81.9781723,4.1068716,-0.745607018,-82.0234451,4.25612736,-0.737369239,-82.04599,4.11694956,-1.11163318,-82.3110886,3.81843972,-0.921223283,-82.3293991,3.96752501,-0.874270856,-81.9272079
254,3.43701243,-1.55553722,-80.6201782,3.65104032,-1.39070046,-80.4912491,3.92756081,-1.24371922,-80.5277634,4.07485771,-1.46200228,-80.9074402,3.98711371,-1.26821506,-81.5039062,3.94171381,-0.984433174,-82.0646057,3.87166929,-0.803566754,-82.6749725,4.11215973,-0.749283969,-82.7188187,4.25626564,-0.737594724,-82.7424698,4.11706352,-1.11510849,-83.0046463,3.81888199,-0.926768601,-83.0167847,3.97299409,-0.880008399,-82.6156158
255,3.45278573,-1.56015027,-81.3243408,3.6641438,-1.39485681,-81.1929932,3.9382391,-1.24739981,-81.2286682,4.08674717,-1.46948624,-81.6085205,3.99634457,-1.27489579,-82.2045364,3.95173573,-0.989833295,-82.7642365,3.87868595,-0.80799073,-83.3744812,4.11741114,-0.752982914,-83.4169159,4.25632906,-0.737832785,-83.4416504,4.1171875,-1.11852968,-83.7009506,3.81940269,-0.932329774,-83.7068787,3.97847176,-0.885743022,-83.3067627
256,3.46855974,-1.56474984,-82.0312119,3.67722964,-1.3990047,-81.8974609,3.94889021,-1.25109696,-81.932312,4.09863234,-1.476933,-82.312355,4.0055933,-1.28158391,-82.9078979,3.96177292,-0.995241582,-83.4665833,3.88570571,-0.812442243,-84.0766983,4.12262583,-0.756704211,-84.1177292,4.25631762,-0.73808533,-84.1435318,4.11732101,-1.12189734,-84.4000015,3.82000351,-0.937905788,-84.3996811,3.98395777,-0.891473591,-84.0006485
257,3.48433447,-1.56933582,-82.7407913,3.69029784,-1.40314412,-82.6046524,3.95951462,-1.25481141,-82.6386948,4.11051273,-1.48434234,-83.0189438,4.01486015,-1.28827929,-83.6139908,3.97182536,-1.00065768,-84.1716461,3.89272857,-0.816920996,-84.7816238,4.1278038,-0.760448098,-84.8212662,4.25623131,-0.738354146,-84.848114,4.11746264,-1.12521183,-85.101799,3.82068515,-0.943495572,-85.095192,3.98945212,-0.897199214,-84.6972733
258,3.50010991,-1.57390809,-83.4530792,3.70334864,-1.40727532,-83.3145752,3.97011256,-1.25854385,-83.3478165,4.12238693,-1.49171424,-83.7282867,4.0241456,-1.29498208,-84.3228149,3.98189259,-1.00608146,-84.879425,3.899755,-0.82142663,-85.4892578,4.13294506,-0.764214575,-85.5275269,4.25607109,-0.738641143,-85.555397,4.11761093,-1.12847364,-85.8063431,3.8214488,-0.94909811,-85.7934189,3.99495459,-0.902918816,-85.396637
259,3.51588583,-1.57846677,-84.1680832,3.71638179,-1.41139805,-84.0272217,3.98068452,-1.26229465,-84.0596695,4.13425446,-1.49904799,-84.4403839,4.03344965,-1.30169189,-85.0343704,3.99197483,-1.01151299,-85.58992,3.90678525,-0.825959682,-86.1995926,4.1380496,-0.768004298,-86.2365112,4.25583649,-0.738947928,-86.2653809,4.11776495,-1.13168347,-86.5136414,3.8222959,-0.954712152,-86.4943542,4.00046492,-0.908631086,-86.0987396
260,3.53166199,-1.58301163,-84.8857956,3.72939754,-1.41551244,-84.7425995,3.99123049,-1.26606405,-84.7742615,4.14611483,-1.50634301,-85.1552353,4.04277277,-1.30840862,-85.7486572,4.00207186,-1.01695251,-86.3031235,3.91381955,-0.830520391,-86.9126358,4.14311695,-0.771817505,-86.9482193,4.25552845,-0.73927629,-86.9780579,4.11792326,-1.13484144,-87.2236862,3.82322693,-0.960336745,-87.1980057,4.00598335,-0.91433537,-86.8035812
261,3.54743814,-1.58754265,-85.6062164,3.74239588,-1.41961849,-85.460701,4.00175095,-1.26985288,-85.4915924,4.15796709,-1.51359963,-85.8728485,4.05211544,-1.31513226,-86.4656677,4.01218367,-1.02239931,-87.0190506,3.92085814,-0.835107982,-87.6283875,4.14814711,-0.775654256,-87.6626434,4.2551465,-0.739628255,-87.6934357,4.11808491,-1.13794851,-87.9364777,3.82424307,-0.965970576,-87.9043732,4.0115099,-0.920030355,-87.5111542
262,3.5632143,-1.59205985,-86.3293457,3.75537682,-1.42371631,-86.1815262,4.01224613,-1.27366149,-86.2116547,4.1698103,-1.52081716,-86.5932159,4.06147814,-1.32186258,-87.1854095,4.02230978,-1.02785361,-87.7376862,3.92790127,-0.839722574,-88.3468475,4.15313959,-0.77951473,-88.3797913,4.2546916,-0.740005672,-88.4115067,4.11824846,-1.14100504,-88.6520157,3.82534528,-0.971612751,-88.6134644,4.01704454,-0.925715327,-88.2214661
263,3.57899046,-1.59656322,-87.0551834,3.76834059,-1.42780578,-86.9050751,4.022717,-1.27749062,-86.9344559,4.18164396,-1.52799571,-87.3163376,4.07086086,-1.32859945,-87.9078751,4.0324502,-1.03331482,-88.4590378,3.9349494,-0.844363511,-89.0680084,4.15809441,-0.783399045,-89.0996628,4.25416422,-0.740410745,-89.1322784,4.11841297,-1.14401186,-89.3703079,3.82653427,-0.977261961,-89.3252716,4.0225873,-0.931389093,-88.9345093
264,3.59476662,-1.60105276,-87.7837296,3.78128743,-1.43188715,-87.6313553,4.03316307,-1.2813406,-87.659996,4.19346666,-1.53513503,-88.0422134,4.08026457,-1.33534288,-88.6330719,4.04260492,-1.03878295,-89.1831055,3.94200253,-0.849030793,-89.7918777,4.16301155,-0.787307501,-89.8222504,4.25356436,-0.740845263,-89.855751,4.118577,-1.14696968,-90.0913544,3.827811,-0.982917011,-90.0397949,4.02813816,-0.937050581,-89.6502914
265,3.6105423,-1.60552835,-88.5149841,3.79421711,-1.43596041,-88.3603592,4.0435853,-1.28521168,-88.3882675,4.2052784,-1.54223454,-88.7708511,4.08968878,-1.34209239,-89.3609924,4.05277395,-1.04425824,-89.9098892,3.94906116,-0.853725016,-90.5184479,4.16789103,-0.791240573,-90.5475616,4.25289249,-0.741310775,-90.5819168,4.11873913,-1.14987886,-90.8151474,3.82917643,-0.988576472,-90.7570419,4.03369761,-0.942698777,-90.3688049
266,3.6263175,-1.60999,-89.2489471,3.80712986,-1.44002545,-89.0920868,4.05398369,-1.28910458,-89.119278,4.21707821,-1.54929435,-89.502243,4.09913445,-1.34884799,-90.0916443,4.06295681,-1.04974008,-90.639389,3.9561255,-0.858445168,-91.2477188,4.17273283,-0.795198023,-91.275589,4.25214911,-0.741809547,-91.3107758,4.11889791,-1.15274012,-91.5416946,3.83063102,-0.99423939,-91.4770126,4.03926516,-0.948333025,-91.0900574
267,3.64209199,-1.61443782,-89.9856186,3.82002568,-1.44408238,-89.8265457,4.06435871,-1.29301977,-89.8530197,4.22886515,-1.55631423,-90.2363968,4.10860157,-1.35560954,-90.8250198,4.0731535,-1.05522847,-91.3716049,3.9631958,-0.863191307,-91.9796982,4.17753649,-0.799180329,-92.00634,4.25133514,-0.742343366,-92.0423355,4.11905241,-1.15555441,-92.2709961,3.83217549,-0.999904156,-92.199707,4.04484129,-0.953952134,-91.8140411
268,3.65786576,-1.61887157,-90.7249985,3.83290482,-1.4481312,-90.5637283,4.07471085,-1.29695773,-90.5895004,4.24063826,-1.56329405,-90.9733047,4.11809063,-1.36237681,-91.5611267,4.08336401,-1.06072307,-92.1065369,3.9702723,-0.867963135,-92.7143784,4.18230247,-0.803187549,-92.7398071,4.25045061,-0.7429142,-92.7765884,4.11920118,-1.15832233,-93.0030518,3.83381057,-1.0055697,-92.9251328,4.05042601,-0.959555268,-92.5407562
269,3.67363858,-1.62329137,-91.4670868,3.84576726,-1.45217192,-91.3036346,4.08504009,-1.30091894,-91.3287201,4.25239706,-1.57023394,-91.7129669,4.1276021,-1.36914968,-92.2999573,4.0935874,-1.06622362,-92.8441772,3.97735524,-0.872759998,-93.4517593,4.18703032,-0.807219744,-93.4759979,4.24949646,-0.743524134,-93.5135345,4.1193428,-1.16104448,-93.7378616,3.83553672,-1.01123476,-93.6532898,4.05601978,-0.965141654,-93.2702026
270,3.68941021,-1.62769711,-92.2118835,3.85861301,-1.45620465,-92.0462646,4.0953474,-1.30490375,-92.0706711,4.26414108,-1.57713401,-92.4553833,4.13713646,-1.3759284,-93.0415115,4.10382414,-1.0717299,-93.5845337,3.98444486,-0.877581477,-94.1918411,4.19172001,-0.811277092,-94.2149048,4.24847364,-0.744175076,-94.2531815,4.11947584,-1.1637218,-94.4754257,3.83735466,-1.0168978,-94.3841705,4.06162262,-0.970710278,-94.0023804
271,3.70518064,-1.63208878,-92.9593887,3.87144232,-1.46022916,-92.791626,4.10563326,-1.30891263,-92.815361,4.27586889,-1.58399391,-93.2005615,4.14669323,-1.38271236,-93.7857971,4.11407423,-1.0772419,-94.3276062,3.99154139,-0.882427931,-94.9346237,4.19637156,-0.81535995,-94.9565353,4.24738264,-0.744868636,-94.9955215,4.11959887,-1.16635466,-95.215744,3.83926439,-1.02255762,-95.1177902,4.06723452,-0.976260424,-94.7372894
272,3.72094965,-1.63646638,-93.7096024,3.88425493,-1.46424568,-93.539711,4.11589766,-1.31294596,-93.5627899,4.28758049,-1.59081376,-93.948494,4.15627337,-1.38950145,-94.5328064,4.12433672,-1.08275926,-95.0733871,3.99864507,-0.887298465,-95.6801071,4.20098495,-0.81946826,-95.700882,4.24622393,-0.745607078,-95.7405624,4.11971092,-1.16894412,-95.9588165,3.84126663,-1.02821302,-95.8541412,4.07285547,-0.981791258,-95.4749298
273,3.73671722,-1.64082992,-94.4625244,3.89705157,-1.46825421,-94.2905197,4.12614059,-1.3170042,-94.3129501,4.29927444,-1.59759367,-94.6991806,4.16587687,-1.39629567,-95.2825394,4.13461208,-1.08828163,-95.8218842,4.00575638,-0.89219296,-96.4282837,4.20556068,-0.823602319,-96.4479446,4.24499846,-0.746392071,-96.4882965,4.1198101,-1.17149079,-96.7046432,3.84336162,-1.03386235,-96.5932236,4.07848644,-0.987301946,-96.2152939
274,3.75248313,-1.64517927,-95.2181549,3.90983176,-1.47225463,-95.0440521,4.13636351,-1.32108808,-95.0658417,4.31095076,-1.60433412,-95.4526291,4.17550421,-1.40309501,-96.034996,4.14489985,-1.09380853,-96.5730972,4.01287508,-0.897110403,-97.1791611,4.21009827,-0.827761948,-97.1977234,4.24370766,-0.747225583,-97.2387238,4.11989546,-1.17399538,-97.4532242,3.84554935,-1.03950453,-97.3350449,4.08412695,-0.992791891,-96.9583893
275,3.76824737,-1.64951444,-95.9764938,3.92259574,-1.47624707,-95.8003159,4.14656639,-1.32519758,-95.8214722,4.32260847,-1.61103451,-96.2088318,4.18515587,-1.40989912,-96.7901764,4.15519953,-1.09934008,-97.3270187,4.02000141,-0.902050972,-97.9327393,4.2145977,-0.831947625,-97.9502182,4.24235153,-0.74810946,-97.9918442,4.11996603,-1.1764586,-98.2045593,3.84783006,-1.045138,-98.0796051,4.08977747,-0.998260379,-97.704216
276,3.7840097,-1.65383542,-96.7375336,3.9353435,-1.4802314,-96.5593033,4.15674925,-1.32933331,-96.5798416,4.33424664,-1.61769533,-96.9677887,4.19483185,-1.41670787,-97.5480804,4.16551161,-1.10487592,-98.0836563,4.02713585,-0.907014132,-98.6890106,4.21905947,-0.836159408,-98.7054291,4.24093151,-0.749045551,-98.7476578,4.12001991,-1.17888153,-98.9586563,3.85020423,-1.0507611,-98.8269119,4.09543848,-1.00370657,-98.4527664
277,3.79976988,-1.65814233,-97.5012817,3.94807529,-1.48420775,-97.3210144,4.16691303,-1.33349538,-97.3409424,4.34586477,-1.62431657,-97.7294998,4.20453262,-1.42352104,-98.3087082,4.17583513,-1.11041582,-98.8430023,4.03427839,-0.911999106,-99.4479752,4.22348356,-0.840397418,-99.463356,4.23944902,-0.750035763,-99.5061722,4.12005568,-1.18126464,-99.7155075,3.85267138,-1.05637288,-99.5769577,4.10110998,-1.00912988,-99.2040482
278,3.81552792,-1.66243494,-98.2677383,3.96079135,-1.48817611,-98.0854492,4.17705822,-1.33768451,-98.1047745,4.35746193,-1.63089883,-98.4939651,4.21425867,-1.43033886,-99.0720596,4.18617058,-1.11595905,-99.6050568,4.04142904,-0.91700536,-100.209633,4.22787046,-0.844661772,-100.223999,4.23790455,-0.751081884,-100.26738,4.12007189,-1.18360901,-100.475121,3.855232,-1.06197178,-100.32975,4.10679197,-1.01452959,-99.9580536
279,3.83128357,-1.66671336,-99.0368958,3.97349143,-1.49213636,-98.8526077,4.18718481,-1.34190106,-98.8713455,4.36903763,-1.63744223,-99.2611847,4.22400999,-1.43716097,-99.8381271,4.19651699,-1.12150562,-100.369827,4.04858828,-0.922032535,-100.973984,4.2322197,-0.848952591,-100.987358,4.23629904,-0.752185464,-101.031281,4.12006807,-1.18591499,-101.237488,3.8578856,-1.06755638,-101.085289,4.11248493,-1.01990545,-100.71479
280,3.8470366,-1.67097759,-99.8087616,3.98617601,-1.49608874,-99.6224899,4.19729328,-1.34614491,-99.6406479,4.38059139,-1.64394653,-100.031166,4.23378658,-1.44398701,-100.606918,4.20687485,-1.12705553,-101.137306,4.05575609,-0.927080512,-101.741028,4.23653173,-0.853270173,-101.753433,4.2346344,-0.753348291,-101.797882,4.12004232,-1.18818355,-102.002609,3.86063194,-1.07312512,-101.843582,4.11818933,-1.02525663,-101.474251
281,3.86278701,-1.67522752,-100.583336,3.99884486,-1.50003314,-100.395096,4.20738459,-1.35041678,-100.412689,4.39212227,-1.65041232,-100.803894,4.24358892,-1.45081711,-101.378433,4.21724319,-1.13260794,-101.907494,4.06293297,-0.932148337,-102.510765,4.24080658,-0.857614577,-102.522224,4.23291159,-0.754572093,-102.567177,4.11999321,-1.19041538,-102.770493,3.86347103,-1.07867682,-102.604622,4.12390518,-1.03058267,-102.236443
