step,b0_x,b0_y,b0_z,b1_x,b1_y,b1_z,b2_x,b2_y,b2_z,b3_x,b3_y,b3_z,b4_x,b4_y,b4_z,b5_x,b5_y,b5_z,b6_x,b6_y,b6_z,b7_x,b7_y,b7_z,b8_x,b8_y,b8_z,b9_x,b9_y,b9_z,b10_x,b10_y,b10_z,b11_x,b11_y,b11_z
435,6.15668678,-2.19090509,-252.085724,5.78913307,-2.01635861,-251.859192,5.70529318,-2.24924922,-251.992279,5.82082415,-2.50882196,-252.52002,5.88837814,-2.38320422,-252.762527,5.68352556,-1.88385332,-252.970703,5.05941439,-1.82536364,-252.999802,4.49309301,-1.72746098,-253.280304,4.1247921,-1.36542416,-253.347778,4.30930185,-1.41622925,-253.169754,4.74900532,-1.68012154,-253.042984,5.031425,-1.79931772,-252.486984
436,6.1700511,-2.19368982,-253.278595,5.79970407,-2.01939416,-253.053818,5.71505308,-2.25487995,-253.189651,5.82865238,-2.51411343,-253.71698,5.8956666,-2.38658524,-253.958893,5.68641996,-1.88797212,-254.165665,5.06113625,-1.83197606,-254.186829,4.49358892,-1.73177612,-254.466232,4.13008213,-1.36879909,-254.535049,4.31752157,-1.41964698,-254.35498,4.75689125,-1.68550134,-254.233444,5.03695345,-1.80495703,-253.676971
437,6.1833849,-2.19647098,-254.474167,5.81025934,-2.02243185,-254.251175,5.72481585,-2.2604773,-254.389771,5.83646965,-2.51936865,-254.916672,5.90281343,-2.38989997,-255.15802,5.6890831,-1.89210606,-255.363403,5.06275511,-1.83861089,-255.376694,4.49426842,-1.73609388,-255.6548,4.13553572,-1.37220597,-255.72493,4.32579708,-1.42305803,-255.542953,4.7647934,-1.69090188,-255.42662,5.04248095,-1.81060684,-254.86969
438,6.19668865,-2.19924927,-255.67244,5.82079887,-2.0254724,-255.451263,5.73458099,-2.26604104,-255.592651,5.84427595,-2.5245862,-256.11911,5.90981817,-2.39314795,-256.359924,5.69151878,-1.89625669,-256.563904,5.06427431,-1.84526825,-256.569397,4.4951334,-1.74041617,-256.846008,4.14114952,-1.3756454,-256.917419,4.33412647,-1.42646146,-256.733673,4.77271032,-1.69632196,-256.622498,5.04800701,-1.81626689,-256.065155
439,6.20996189,-2.20202446,-256.873413,5.83132219,-2.02851605,-256.654083,5.744349,-2.27157068,-256.798309,5.85207176,-2.52976584,-257.32428,5.91668177,-2.39633036,-257.564575,5.69373131,-1.90042448,-257.767151,5.06569815,-1.8519479,-257.764923,4.49618483,-1.7447449,-258.039856,4.14691973,-1.3791182,-258.112549,4.34250641,-1.42985523,-257.927124,4.78064013,-1.70175982,-257.821075,5.0535326,-1.82193792,-257.263367
440,6.22320414,-2.20479655,-258.077087,5.84182978,-2.03156281,-257.85965,5.75411987,-2.27706528,-258.006714,5.85985708,-2.53490639,-258.532196,5.92340517,-2.39944792,-258.772003,5.69572544,-1.90461099,-258.973145,5.06702948,-1.85864961,-258.963287,4.49742365,-1.74908173,-259.236389,4.15284204,-1.3826251,-259.310272,4.35093498,-1.43323874,-259.123322,4.78858137,-1.70721459,-259.022369,5.05905676,-1.82761908,-258.464294
441,6.23641539,-2.20756555,-259.283478,5.85232162,-2.03461313,-259.067932,5.7638936,-2.28252459,-259.217896,5.86763239,-2.54000759,-259.742828,5.92998934,-2.40250134,-259.982178,5.69750595,-1.90881658,-260.181885,5.06827211,-1.86537302,-260.16449,4.49884987,-1.75342774,-260.435577,4.15891218,-1.3861661,-260.51062,4.35940981,-1.43661189,-260.322266,4.79653311,-1.71268523,-260.226349,5.06457996,-1.83331025,-259.667969
442,6.24959564,-2.21033216,-260.492554,5.86279821,-2.03766751,-260.278961,5.7736702,-2.28794885,-260.431824,5.87539816,-2.54506803,-260.956207,5.93643522,-2.40549088,-261.195099,5.69907856,-1.91304255,-261.393372,5.0694313,-1.87211835,-261.3685,4.50046206,-1.75778461,-261.637421,4.16512585,-1.38974142,-261.713593,4.3679285,-1.43997407,-261.523926,4.8044939,-1.71817064,-261.433044,5.07010126,-1.83901083,-260.87439
443,6.2627449,-2.2130959,-261.704346,5.87325859,-2.04072571,-261.492706,5.7834506,-2.29333639,-261.648529,5.88315487,-2.55008793,-262.172333,5.94274426,-2.40841866,-262.410797,5.70044947,-1.91728973,-262.607574,5.07051039,-1.87888491,-262.575348,4.50225925,-1.76215398,-262.841949,4.17147827,-1.39335155,-262.919189,4.37648916,-1.44332385,-262.728333,4.81246185,-1.72366905,-262.642456,5.07562113,-1.84472144,-262.083527
444,6.27586269,-2.21585703,-262.918823,5.88370275,-2.04378819,-262.709198,5.79323435,-2.29868722,-262.867981,5.89090347,-2.55506659,-263.391205,5.94891882,-2.4112854,-263.629242,5.70162439,-1.9215585,-263.824524,5.07151318,-1.88567245,-263.785034,4.50424004,-1.76653659,-264.049164,4.17796516,-1.39699602,-264.127411,4.38508892,-1.446661,-263.935486,4.820436,-1.7291801,-263.854553,5.08113956,-1.85044193,-263.29541
445,6.28894901,-2.21861601,-264.136017,5.89413166,-2.04685569,-263.928406,5.80302143,-2.30400181,-264.09021,5.89864302,-2.56000304,-264.612793,5.95496035,-2.41409135,-264.850433,5.70261097,-1.92584991,-265.044189,5.07244444,-1.89248085,-264.997559,4.50640106,-1.77093399,-265.259064,4.18458128,-1.4006747,-265.338257,4.39372635,-1.44998538,-265.145386,4.82841492,-1.73470223,-265.069366,5.08665609,-1.85617173,-264.51004
446,6.30200386,-2.22137284,-265.355927,5.90454483,-2.04992771,-265.15036,5.81281233,-2.30927849,-265.315186,5.90637541,-2.56489754,-265.837128,5.96087074,-2.41683888,-266.074371,5.70341587,-1.93016481,-266.266571,5.07330894,-1.89930999,-266.212891,4.50873995,-1.7753464,-266.471649,4.1913209,-1.40438664,-266.551727,4.40239906,-1.4532975,-266.358002,4.83639812,-1.74023485,-266.286865,5.09217119,-1.8619107,-265.727386
447,6.31502676,-2.22412777,-266.578522,5.91494274,-2.05300546,-266.375031,5.82260704,-2.31451774,-266.542938,5.91410017,-2.56974959,-267.064209,5.96665192,-2.41952801,-267.301056,5.7040453,-1.93450379,-267.491669,5.07411003,-1.90615916,-267.431061,4.51125383,-1.77977538,-267.68692,4.19818115,-1.4081322,-267.767853,4.41110563,-1.45659709,-267.573364,4.84438372,-1.74577677,-267.50705,5.09768343,-1.86765838,-266.947479
448,6.32801723,-2.22688055,-267.803833,5.92532492,-2.05608869,-267.602448,5.83240604,-2.3197186,-267.773438,5.92181826,-2.5745585,-268.294037,5.97230577,-2.42216086,-268.530487,5.70450783,-1.93886769,-268.719482,5.07485342,-1.91302872,-268.652039,4.51393843,-1.78422081,-268.904877,4.20515442,-1.41190946,-268.986603,4.4198432,-1.45988405,-268.791473,4.85237169,-1.75132751,-268.72995,5.10319471,-1.87341535,-268.170319
449,6.34097576,-2.22963142,-269.03183,5.93569183,-2.05917788,-268.832581,5.84220886,-2.32488108,-269.006714,5.92953062,-2.57932448,-269.526581,5.97783518,-2.42473888,-269.762665,5.70480967,-1.94325697,-269.949982,5.07554245,-1.91991794,-269.875854,4.51679039,-1.78868425,-270.125549,4.21223688,-1.41571867,-270.207977,4.42860985,-1.46315801,-270.012329,4.86035967,-1.75688565,-269.955536,5.10870457,-1.87918139,-269.395874
450,6.35390186,-2.23238087,-270.262543,5.94604349,-2.0622735,-270.06546,5.85201645,-2.33000469,-270.242767,5.93723679,-2.58404708,-270.761871,5.98324156,-2.42726254,-270.997589,5.70495844,-1.94767237,-271.183197,5.07618189,-1.92682695,-271.102478,4.51980591,-1.7931664,-271.348938,4.21942425,-1.41955912,-271.432007,4.43740463,-1.46641946,-271.235901,4.86834717,-1.7624501,-271.183838,5.11421251,-1.884956,-270.624176
451,6.36679506,-2.23512864,-271.495972,5.95637989,-2.06537557,-271.301086,5.86182833,-2.33508897,-271.481567,5.94493771,-2.58872604,-271.999908,5.9885273,-2.42973375,-272.23526,5.70496082,-1.95211434,-272.419098,5.0767746,-1.93375504,-272.331909,4.52298069,-1.79766691,-272.575043,4.22671175,-1.42342937,-272.658661,4.44622564,-1.46966922,-272.462219,4.87633371,-1.76802099,-272.414825,5.11971855,-1.8907392,-271.855194
452,6.37965584,-2.23787498,-272.732086,5.96670055,-2.06848454,-272.539429,5.8716445,-2.34013391,-272.723145,5.95263386,-2.59336138,-273.240692,5.99369478,-2.43215346,-273.475677,5.70482397,-1.95658338,-273.657715,5.07732487,-1.94070208,-273.564148,4.52631044,-1.80218661,-273.803864,4.23409557,-1.42732894,-273.88797,4.45507145,-1.47290754,-273.691284,4.88431787,-1.773597,-273.648499,5.12522268,-1.89653063,-273.088959
453,6.39248323,-2.24062014,-273.970917,5.97700596,-2.07160068,-273.780518,5.88146591,-2.34513879,-273.967468,5.96032572,-2.59795284,-274.484192,5.99874544,-2.43452334,-274.718842,5.70455408,-1.96108019,-274.899017,5.07783508,-1.9476676,-274.799194,4.52979231,-1.80672646,-275.0354,4.2415719,-1.43125749,-275.119934,4.46394014,-1.47613394,-274.923096,4.8922987,-1.77917719,-274.884888,5.13072538,-1.90233064,-274.32547
454,6.40527773,-2.2433641,-275.212463,5.9872961,-2.07472444,-275.024323,5.89129162,-2.35010386,-275.214569,5.96801329,-2.6025002,-275.730438,6.00368214,-2.43684411,-275.964722,5.70415831,-1.96560502,-276.143005,5.07831097,-1.95465183,-276.037048,4.53342056,-1.81128561,-276.269653,4.24913549,-1.43521285,-276.354553,4.4728303,-1.47935033,-276.157623,4.90027666,-1.78476143,-276.123962,5.13622665,-1.90813863,-275.564697
455,6.41803885,-2.24610734,-276.456696,5.99757147,-2.07785606,-276.270874,5.90112209,-2.35502863,-276.464417,5.97569704,-2.60700321,-276.979431,6.00850582,-2.43911695,-277.213348,5.70364285,-1.9701587,-277.389679,5.07875443,-1.96165419,-277.277679,4.53719187,-1.81586516,-277.506653,4.25678301,-1.43919492,-277.591827,4.48174095,-1.48255646,-277.394897,4.90825033,-1.79034877,-277.365723,5.14172649,-1.91395462,-276.806671
456,6.43076658,-2.24884963,-277.703644,6.00783157,-2.08099627,-277.520172,5.91095734,-2.35991287,-277.717041,5.98337746,-2.61146212,-278.231171,6.01321983,-2.44134331,-278.464691,5.70301437,-1.9747411,-278.639069,5.0791688,-1.96867394,-278.521118,4.54110146,-1.82046449,-278.746368,4.26451063,-1.44320238,-278.831757,4.49067068,-1.48575342,-278.634918,4.91621923,-1.79593897,-278.610199,5.1472249,-1.91977847,-278.051361
457,6.44346046,-2.25159121,-278.953308,6.01807594,-2.08414459,-278.772217,5.92079782,-2.36475563,-278.972412,5.99105549,-2.61587691,-279.485657,6.0178256,-2.44352531,-279.718781,5.70227909,-1.97935307,-279.891113,5.07955742,-1.97571135,-279.767365,4.54514551,-1.82508421,-279.9888,4.2723155,-1.44723439,-280.074341,4.49961805,-1.48894191,-279.877686,4.92418337,-1.80153108,-279.857361,5.15272093,-1.92560959,-279.298798
458,6.45612049,-2.2543323,-280.205688,6.02830505,-2.08730173,-280.026978,5.93064308,-2.3695569,-280.23056,5.99873066,-2.6202476,-280.742889,6.02232504,-2.44566369,-280.975616,5.70144272,-1.98399472,-281.145844,5.07992315,-1.98276591,-281.016388,4.54932022,-1.82972479,-281.233978,4.28019381,-1.45129013,-281.319611,4.50858164,-1.49212182,-281.123199,4.9321413,-1.8071245,-281.107208,5.15821552,-1.93144834,-280.548981
459,6.46874666,-2.25707293,-281.460754,6.03851938,-2.09046817,-281.284485,5.94049311,-2.37431693,-281.491486,6.00640345,-2.62457371,-282.002838,6.02672005,-2.44775939,-282.235168,5.70051098,-1.9886663,-282.403259,5.08026934,-1.98983753,-282.268188,4.55362082,-1.8343854,-282.481903,4.28814173,-1.45536804,-282.567535,4.51756048,-1.49529469,-282.371429,4.94009352,-1.81271935,-282.359741,5.16370869,-1.93729424,-281.80188
460,6.4813385,-2.25981355,-282.718536,6.04871893,-2.09364438,-282.544739,5.9503479,-2.37903547,-282.755157,6.01407385,-2.62885547,-283.265533,6.03101254,-2.44981337,-283.497437,5.69948912,-1.99336791,-283.663361,5.08059835,-1.99692559,-283.522766,4.55804396,-1.83906662,-283.732544,4.29615688,-1.45946777,-283.818146,4.52655268,-1.49846017,-283.622437,4.94803905,-1.81831431,-283.61496,5.16920137,-1.94314814,-283.057526
461,6.49389553,-2.26255441,-283.979034,6.05890274,-2.09683013,-283.807709,5.96020794,-2.38371181,-284.021606,6.02174282,-2.63309264,-284.530975,6.03520346,-2.45182705,-284.762451,5.69838333,-1.99810028,-284.926147,5.08091211,-2.00402951,-284.780151,4.56258535,-1.8437686,-284.985931,4.30423737,-1.4635886,-285.071411,4.53555775,-1.50161922,-284.87616,4.95597744,-1.82390904,-284.872894,5.17469358,-1.9490093,-284.315887
462,6.50641775,-2.26529527,-285.242249,6.06907177,-2.10002637,-285.073425,5.97007275,-2.38834596,-285.290802,6.02940941,-2.63728547,-285.799164,6.0392952,-2.45380139,-286.030182,5.69719791,-2.00286341,-286.191589,5.08121347,-2.01114964,-286.040314,4.56724215,-1.84849131,-286.242065,4.31237936,-1.46772945,-286.327362,4.54457474,-1.50477266,-286.132629,4.96390867,-1.82950306,-286.133514,5.18018484,-1.95487761,-285.576996
463,6.51890469,-2.26803613,-286.508148,6.07922554,-2.10323286,-286.341888,5.97994232,-2.39293742,-286.562775,6.03707504,-2.64143395,-287.070099,6.04328918,-2.45573831,-287.300659,5.69593811,-2.00765753,-287.459717,5.08150434,-2.01828504,-287.303253,4.57201004,-1.85323429,-287.500946,4.32058048,-1.47188914,-287.585968,4.55360222,-1.50792181,-287.391846,4.97183275,-1.83509624,-287.39682,5.18567467,-1.96075249,-286.840851
464,6.53135681,-2.27077794,-287.776764,6.08936453,-2.1064508,-287.613098,5.98981619,-2.39748645,-287.837494,6.04473925,-2.64553809,-288.343781,6.04718733,-2.45763803,-288.573853,5.69460869,-2.01248217,-288.73053,5.08178759,-2.02543592,-288.568939,4.57688522,-1.85799706,-288.762573,4.32883787,-1.47606587,-288.84726,4.56263876,-1.51106715,-288.653839,4.9797492,-1.84068811,-288.662811,5.19116497,-1.96663511,-288.107422
465,6.54377317,-2.27352023,-289.048096,6.09948826,-2.10967946,-288.887024,5.99969482,-2.40199256,-289.11499,6.0524025,-2.64959764,-289.620209,6.05099106,-2.45950222,-289.849762,5.69321394,-2.01733804,-290.004028,5.08206415,-2.03260159,-289.837402,4.58186483,-1.86278105,-290.026947,4.33715105,-1.48026061,-290.111237,4.57168388,-1.51420856,-289.918549,4.98765707,-1.84627736,-289.931488,5.1966548,-1.9725244,-289.37674
466,6.55615377,-2.27626371,-290.322144,6.10959721,-2.11292052,-290.163696,6.00957775,-2.40645599,-290.395233,6.06006432,-2.65361285,-290.899384,6.05470181,-2.46133113,-291.128387,5.69175863,-2.0222249,-291.280182,5.0823369,-2.03978181,-291.108643,4.58694553,-1.86758554,-291.294067,4.34551716,-1.48447192,-291.377899,4.58073664,-1.51734722,-291.186035,4.99555683,-1.85186386,-291.20285,5.2021451,-1.97842062,-290.648773
467,6.56849861,-2.27900815,-291.598877,6.11969137,-2.11617374,-291.443115,6.01946497,-2.41087627,-291.678253,6.0677247,-2.65758371,-292.181305,6.05832148,-2.46312642,-292.409729,5.69024658,-2.027143,-292.559021,5.08260679,-2.04697609,-292.382629,4.59212399,-1.87241006,-292.563934,4.35393333,-1.48869848,-292.647217,4.58979607,-1.52048433,-292.456268,5.00344849,-1.85744798,-292.476898,5.20763493,-1.98432314,-291.923553
468,6.58080673,-2.28175378,-292.878326,6.12977028,-2.11943913,-292.725281,6.02935648,-2.41525269,-292.96405,6.07538462,-2.66151023,-293.465973,6.06185102,-2.46488953,-293.693817,5.68868256,-2.03209233,-293.840515,5.08287621,-2.0541842,-293.659393,4.59739685,-1.87725508,-293.836548,4.3623991,-1.49294007,-293.91925,4.59886169,-1.52362096,-293.729218,5.01133156,-1.86302853,-293.753632,5.21312428,-1.99023128,-293.20108
469,6.59307861,-2.28450131,-294.160492,6.1398344,-2.12271762,-294.010193,6.0392518,-2.41958594,-294.252594,6.0830431,-2.6653924,-294.753357,6.06529236,-2.46662068,-294.980591,5.68706989,-2.03707266,-295.124695,5.08314657,-2.0614059,-294.938904,4.60276079,-1.88211989,-295.111908,4.3709116,-1.49719501,-295.19397,4.60793161,-1.526757,-295.004944,5.01920605,-1.86860561,-295.033051,5.21861506,-1.99614644,-294.481323
470,6.60531378,-2.28725028,-295.445374,6.14988279,-2.12600899,-295.297852,6.04915142,-2.42387509,-295.543915,6.0907011,-2.66923046,-296.043488,6.06864595,-2.4683218,-296.270111,5.68541288,-2.04208422,-296.41153,5.08341885,-2.06864047,-296.221191,4.6082139,-1.88700545,-296.390015,4.37947035,-1.50146401,-296.471375,4.61700535,-1.5298934,-296.283417,5.02707148,-1.87417793,-296.315155,5.22410631,-2.00206757,-295.764313
471,6.61751175,-2.29000115,-296.732971,6.15991592,-2.12931371,-296.588257,6.05905485,-2.42812014,-296.837982,6.09835863,-2.67302442,-297.336365,6.07191372,-2.46999359,-297.562317,5.68371439,-2.04712653,-297.70105,5.08369493,-2.07588792,-297.506226,4.61375332,-1.89191139,-297.670868,4.38807297,-1.50574577,-297.751465,4.62608194,-1.53303051,-297.564636,5.03492785,-1.8797456,-297.599976,5.22959805,-2.00799465,-297.050018
472,6.62967205,-2.29275393,-298.023285,6.16993427,-2.13263202,-297.881378,6.06896162,-2.43232083,-298.134827,6.10601568,-2.67677426,-298.631989,6.07509661,-2.47163677,-298.857239,5.68197823,-2.05219984,-298.993256,5.08397675,-2.083148,-298.794006,4.61937571,-1.89683723,-298.954468,4.3967185,-1.51003921,-299.034241,4.63516092,-1.53617013,-298.848602,5.04277563,-1.88530803,-298.887482,5.23509073,-2.01392746,-298.33847
473,6.64179468,-2.29550886,-299.316315,6.17993689,-2.13596416,-299.177246,6.07887173,-2.43647718,-299.434448,6.11367226,-2.68048024,-299.930359,6.07819605,-2.47325301,-300.154877,5.68020725,-2.05730414,-300.288116,5.08426523,-2.09042025,-300.084564,4.62507915,-1.90178299,-300.240814,4.40540504,-1.51434374,-300.319702,4.64424133,-1.53931224,-300.135315,5.05061436,-1.89086497,-300.177673,5.24058485,-2.01986623,-299.629639
474,6.65387917,-2.29826593,-300.612061,6.18992424,-2.1393106,-300.475861,6.08878517,-2.44058847,-300.736816,6.12132835,-2.68414211,-301.231506,6.081213,-2.47484326,-301.455231,5.67840528,-2.06243944,-301.585663,5.08456182,-2.09770441,-301.377869,4.63086081,-1.90674877,-301.529907,4.41413164,-1.51865888,-301.60788,4.65332222,-1.54245794,-301.424774,5.05844355,-1.89641583,-301.470551,5.24607992,-2.02581048,-300.923553
475,6.6659255,-2.30102587,-301.910522,6.19989681,-2.1426723,-301.777222,6.098701,-2.44465518,-302.041962,6.12898302,-2.68775988,-302.53537,6.08414936,-2.476408,-302.758301,5.67657518,-2.06760478,-302.885864,5.08486748,-2.10500026,-302.673889,4.63671827,-1.9117347,-302.821777,4.42289734,-1.52298403,-302.898743,4.66240311,-1.54560781,-302.71698,5.0662632,-1.90196013,-302.766083,5.25157642,-2.03175998,-302.220184
476,6.67793322,-2.30378842,-303.2117,6.20985365,-2.14604878,-303.081329,6.10861969,-2.44867659,-303.349854,6.13663769,-2.69133353,-303.84198,6.08700609,-2.47794914,-304.064056,5.67471933,-2.07280087,-304.188751,5.08518314,-2.11230707,-303.972687,4.64264965,-1.91674042,-304.116394,4.43170071,-1.52731848,-304.192291,4.67148304,-1.54876244,-304.011963,5.07407427,-1.90749764,-304.064331,5.25707483,-2.03771496,-303.519562
477,6.68990231,-2.30655408,-304.515594,6.21979523,-2.149441,-304.388184,6.11854029,-2.45265293,-304.660522,6.1442914,-2.69486332,-305.151337,6.08978415,-2.47946668,-305.372528,5.67284155,-2.07802677,-305.494293,5.08551025,-2.11962485,-305.2742,4.64865208,-1.92176604,-305.413757,4.44054079,-1.53166175,-305.488556,4.68056107,-1.55192268,-305.309692,5.0818758,-1.91302764,-305.365265,5.26257515,-2.04367542,-304.821655
478,6.70183229,-2.30932283,-305.822205,6.22972155,-2.1528492,-305.697784,6.12846327,-2.45658374,-305.973938,6.15194416,-2.698349,-306.46347,6.09248543,-2.48096251,-306.683716,5.67094326,-2.08328271,-306.802521,5.08584976,-2.12695312,-306.578461,4.65472412,-1.92681122,-306.713867,4.44941664,-1.53601301,-306.787506,4.68963718,-1.55509007,-306.610168,5.08966827,-1.91855049,-306.668854,5.26807642,-2.0496397,-306.126495
479,6.71372271,-2.31209469,-307.131531,6.23963213,-2.15627337,-307.010132,6.1383872,-2.46046901,-307.290131,6.15959597,-2.70179081,-307.778351,6.09511089,-2.48243737,-307.997589,5.66902781,-2.08856845,-308.113434,5.08620214,-2.13429117,-307.885468,4.6608634,-1.9318763,-308.016724,4.45832729,-1.54037213,-308.089172,4.69870949,-1.55826437,-307.913391,5.09745169,-1.92406499,-307.975128,5.27358055,-2.05560923,-307.434052
480,6.72557354,-2.3148706,-308.443573,6.24952745,-2.15971422,-308.325256,6.14831257,-2.4643085,-308.60907,6.16724634,-2.70518851,-309.095947,6.0976615,-2.48389196,-309.314178,5.66709757,-2.09388351,-309.427002,5.08656883,-2.14163899,-309.195221,4.66706753,-1.9369601,-309.322327,4.46727133,-1.54473758,-309.393524,4.70777798,-1.56144702,-309.21936,5.10522652,-1.92957211,-309.284119,5.27908707,-2.06158352,-308.744354
481,6.73738432,-2.31765008,-309.758331,6.25940704,-2.16317177,-309.643127,6.15823841,-2.46810222,-309.930786,6.17489529,-2.70854235,-310.416321,6.10013866,-2.48532748,-310.633453,5.66515493,-2.09922767,-310.743256,5.08695126,-2.14899635,-310.507721,4.67333555,-1.94206417,-310.630707,4.47624874,-1.54911005,-310.700592,4.7168417,-1.56463826,-310.528107,5.11299229,-1.93506992,-310.595764,5.28459597,-2.06756163,-310.057373
482,6.74915457,-2.32043338,-311.075806,6.2692709,-2.166646,-310.963715,6.16816473,-2.47184968,-311.25528,6.18254328,-2.71185231,-311.739441,6.10254288,-2.48674512,-311.955444,5.66320229,-2.10460091,-312.062164,5.08734941,-2.15636277,-311.822968,4.67966509,-1.94718802,-311.941833,4.48525906,-1.55348885,-312.010376,4.72590017,-1.56783891,-311.8396,5.120749,-1.94055855,-311.910095,5.29010725,-2.07354379,-311.373138
483,6.76088381,-2.32322121,-312.395996,6.27911901,-2.17013788,-312.287079,6.17809105,-2.47555089,-312.58252,6.19018984,-2.71511817,-313.065308,6.104877,-2.48814583,-313.280121,5.66124296,-2.11000228,-313.383759,5.08776331,-2.1637373,-313.14093,4.68605375,-1.9523319,-313.255707,4.49430084,-1.55787408,-313.322845,4.73495197,-1.57104945,-313.153839,5.12849665,-1.94603729,-313.227112,5.2956214,-2.07953,-312.69162
484,6.77257156,-2.32601309,-313.718903,6.2889514,-2.17364717,-313.61319,6.18801737,-2.47920561,-313.912537,6.19783497,-2.71833992,-314.393921,6.10714102,-2.48953128,-314.607483,5.65927744,-2.11543226,-314.708038,5.08819485,-2.17112017,-314.461639,4.69250059,-1.95749533,-314.572357,4.50337362,-1.56226456,-314.638031,4.74399757,-1.57427096,-314.470825,5.13623524,-1.9515059,-314.546814,5.30113888,-2.08552003,-314.012848
485,6.78421783,-2.32880974,-315.044525,6.29876757,-2.17717457,-314.942047,6.19794321,-2.48281336,-315.2453,6.20547819,-2.7215178,-315.725281,6.1093359,-2.49090147,-315.937561,5.65730858,-2.12089014,-316.034973,5.0886445,-2.17851114,-315.785095,4.69900322,-1.96267736,-315.891754,4.51247597,-1.56665921,-315.955933,4.75303555,-1.5775044,-315.790588,5.14396572,-1.95696509,-315.869202,5.3066597,-2.09151387,-315.336792
486,6.79582262,-2.33161139,-316.372864,6.308568,-2.18072033,-316.273651,6.20786762,-2.48637438,-316.580841,6.21311951,-2.72465134,-317.059387,6.11146402,-2.49225783,-317.270325,5.65533876,-2.12637544,-317.364594,5.08911276,-2.18590951,-317.111267,4.70556068,-1.96787977,-317.213898,4.52160835,-1.57105911,-317.27655,4.76206589,-1.58075011,-317.113098,5.15168715,-1.96241319,-317.194275,5.3121829,-2.09751034,-316.663483
487,6.80738497,-2.33441806,-317.703949,6.31835175,-2.18428445,-317.608002,6.2177906,-2.48988819,-317.919128,6.22075939,-2.72774053,-318.39624,6.11352587,-2.49360156,-318.605774,5.6533699,-2.13188791,-318.696899,5.08960009,-2.19331455,-318.440186,4.71217108,-1.97310197,-318.538818,4.53076982,-1.57546365,-318.599854,4.77108717,-1.58400857,-318.438354,5.15939999,-1.96784997,-318.522034,5.31770992,-2.10351014,-317.992889
488,6.81890488,-2.33722997,-319.03775,6.32811975,-2.18786764,-318.945099,6.2277112,-2.4933548,-319.260193,6.22839689,-2.73078561,-319.73584,6.11552286,-2.49493361,-319.943939,5.65140343,-2.13742733,-320.03186,5.09010744,-2.20072675,-319.77182,4.71883297,-1.97834313,-319.866486,4.53995991,-1.57987142,-319.925873,4.78009892,-1.58728099,-319.766357,5.16710472,-1.97327566,-319.852478,5.32324076,-2.10951304,-319.325043
489,6.83038187,-2.34004736,-320.374268,6.33787155,-2.19147015,-320.284943,6.23762894,-2.4967742,-320.604004,6.23603153,-2.73378634,-321.078186,6.11745644,-2.49625492,-321.28479,5.64944172,-2.14299321,-321.369507,5.0906353,-2.20814514,-321.106201,4.72554445,-1.98360288,-321.196899,4.54917717,-1.5842824,-321.254608,4.78910065,-1.59056854,-321.097107,5.17480183,-1.97869027,-321.185608,5.32877541,-2.11551857,-320.659912
490,6.84181547,-2.34287047,-321.713501,6.34760714,-2.1950922,-321.627563,6.24754333,-2.50014639,-321.950592,6.24366331,-2.73674273,-322.423309,6.1193285,-2.49756646,-322.628326,5.64748621,-2.14858508,-322.709839,5.09118414,-2.21556926,-322.443298,4.73230457,-1.98888278,-322.53006,4.55842209,-1.58869708,-322.58606,4.79809141,-1.59387088,-322.430634,5.18249035,-1.984092,-322.521423,5.33431387,-2.12152672,-321.997528
491,6.8532052,-2.34569955,-323.05545,6.35732603,-2.19873428,-322.972931,6.25745392,-2.50347066,-323.299927,6.25129223,-2.73965454,-323.771179,6.12113953,-2.49886942,-323.974548,5.64553881,-2.1542027,-324.052826,5.09175444,-2.2229991,-323.783142,4.7391119,-1.99418211,-323.865997,4.56769419,-1.59311473,-323.920227,4.80707121,-1.59718919,-323.766907,5.19017076,-1.98948133,-323.859924,5.33985662,-2.12753701,-323.337891
492,6.86455059,-2.34853482,-324.400146,6.36702824,-2.20239615,-324.321045,6.26736069,-2.50674725,-324.652039,6.25891781,-2.74252129,-325.121796,6.12289095,-2.50016499,-325.323456,5.64360094,-2.15984607,-325.398499,5.09234715,-2.23043418,-325.125702,4.74596453,-1.99950004,-325.204681,4.57699203,-1.59753406,-325.257111,4.81603861,-1.60052407,-325.105927,5.19784403,-1.99485826,-325.201111,5.34540415,-2.13355017,-324.680969
493,6.87585163,-2.35137677,-325.747559,6.37671423,-2.20607901,-325.671906,6.27726221,-2.50997615,-326.006897,6.2665391,-2.74534297,-326.475159,6.12458467,-2.50145364,-326.675049,5.64167452,-2.16551399,-326.746857,5.09296227,-2.23787403,-326.471008,4.75286198,-2.00483727,-326.546112,4.58631563,-1.60195601,-326.59671,4.82499313,-1.60387623,-326.447723,5.20550919,-2.00022173,-326.544952,5.35095644,-2.13956547,-326.026764
494,6.88710785,-2.35422516,-327.097687,6.38638353,-2.2097826,-327.025543,6.28715801,-2.51315689,-327.364532,6.27415705,-2.74811935,-327.831268,6.12622166,-2.50273681,-328.029327,5.63976145,-2.17120647,-328.09787,5.09360027,-2.24531817,-327.819031,4.75980282,-2.01019454,-327.890289,4.59566498,-1.60638058,-327.939026,4.83393478,-1.60724616,-327.792267,5.21316671,-2.00557184,-327.891479,5.35651302,-2.14558196,-327.375305
